sample_id,stage,frequency_hz,psd,view_cn
B_difficult_B014_2,hilbert_envelope_no_bandpass,372.0703125,5.203345735115429e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,375.0,3.627589412712829e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,377.9296875,2.3089032116801384e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,380.859375,1.962704938365871e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,383.7890625,2.1300420525097084e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,386.71875,1.59355277441177e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,389.6484375,1.0262537853279368e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,392.578125,1.025538935218634e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,395.5078125,1.4823175954895213e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,398.4375,1.2451334634473233e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,401.3671875,1.3812738798706063e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,404.296875,1.2812830683869322e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,407.2265625,2.003253829703228e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,410.15625,1.4881276946730304e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,413.0859375,1.558847437285464e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,416.015625,2.375640428631909e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,418.9453125,3.491108469265794e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,421.875,1.5128458972242334e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,424.8046875,1.715482957549401e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,427.734375,2.101689366934945e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,430.6640625,1.933691843078912e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,433.59375,1.789471226024911e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,436.5234375,2.9723743982320805e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,439.453125,5.423175970376972e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,442.3828125,4.0743707541013584e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,445.3125,2.592755305622083e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,448.2421875,2.8000948088211908e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,451.171875,3.441922507024944e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,454.1015625,2.7218304511301428e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,457.03125,2.38007999094691e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,459.9609375,3.599997487662843e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,462.890625,5.4550125354464586e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,465.8203125,4.373805369318293e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,468.75,4.861346845344559e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,471.6796875,6.312544969751996e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,474.609375,8.039274246969866e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,477.5390625,6.000280593371485e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,480.46875,5.126901289088968e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,483.3984375,6.850655233768341e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,486.328125,5.834259640291193e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,489.2578125,3.364589092979879e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,492.1875,2.293970312391065e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,495.1171875,3.578610878907444e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,498.046875,2.9657299483584627e-05,Hilbert包络谱
