window_id,domain,file_id,independent_object_id,group_id,relative_path,subgroup,signal_var,common_fs_hz,window_start_common_idx,window_end_common_idx_exclusive,window_start_s,window_end_s,native_fs_hz,native_start_idx,native_end_idx_exclusive,class_label,label_status,load_hp,fault_size_in,outer_race_position_clock,fault_bearing_location,analysis_channel,rpm,bearing_model_for_mechanism
WIN-226e82c04a54964bbe8f,source,RAWFILE-072,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_12khz_fe,X293_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,B,known_source,3.0,0.021,,FE,FE,1734.0,SKF6203_FE
WIN-fe7b58007106a8a988a6,source,RAWFILE-072,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_12khz_fe,X293_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,B,known_source,3.0,0.021,,FE,FE,1734.0,SKF6203_FE
WIN-b7ba65720aef0997f313,source,RAWFILE-072,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_12khz_fe,X293_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,3.0,0.021,,FE,FE,1734.0,SKF6203_FE
WIN-f6330fca6f78e77e47a2,source,RAWFILE-072,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,source_12khz_fe,X293_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,3.0,0.021,,FE,FE,1734.0,SKF6203_FE
WIN-aedff8f49043e8611f7b,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-687a139507a6a6959bf4,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-72976a1165ffddbdf3cd,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-583a43f7fd9ebf20deb0,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-18101343915a3d7c252f,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-db7ef28204ff4354b799,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-4858540c7771fcd31f5e,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-236290c16e2454609e8f,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-daf59a603c9555423e28,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-e7a5ec78c744c22f6f7b,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-8ea36ad1ed8ed4050ee1,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-6df3b1a0e807f9bfdd2a,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-3e58b4956f9eb2a15f8f,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-fe011dea2903f8cd4c22,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-6436369b6b6a5c89b6f4,source,RAWFILE-073,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,IR,known_source,0.0,0.007,,FE,FE,1796.0,SKF6203_FE
WIN-76b37ed3bc783c0cc905,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-ba35f61877490475d0c1,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-7d6464ba2fca178a047a,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-818ad005e3cb0f8cfeb1,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-81b726fe00d127972160,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-5c17bd1b9c8c56bae671,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-31d80cf41e038ac53d82,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-65b070ef7b219013641f,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-675d4546c409d80d86e3,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-6c7a4134cbf512b3a28e,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-1609a00ca1d3a822e2dd,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-c3216774c4460e657567,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-793fae25042f4a3987f1,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-73592ac81c9a7a22bac3,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-6fc76f988f52786ece77,source,RAWFILE-074,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,IR,known_source,1.0,0.007,,FE,FE,1772.0,SKF6203_FE
WIN-b5260e2cd6b8d8f6cd67,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-ade913420fc52d55847c,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-01e7e62f4c2ecbdb18db,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-70314c3ab088ce2bee55,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-fed04242cbf1719d78bf,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-979bf2d8b4fd579dcd33,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-858f672a8ed729a64e8e,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-75ab10ed4c5e44e818b5,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-bd346145ae546172e166,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-14dc9dcdf84c6b5f3943,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-06b3ee637ecb4727711e,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-8c6bd41037c8c6a97b20,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-666695e7042d3c8f85e4,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-b6c4c97697e059fc19ad,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-6096a5f0b148a34900c5,source,RAWFILE-075,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,IR,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-36c3fb867e1ebbfb7945,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-2f3a8feb7ac80dd3054b,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-c0c957a2ebecccd09b09,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-9e34e8c735e92f8efcc4,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-05e3b5dba0b8bf0cec71,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-b3826052360ede3025ed,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-876fac0ccd4036166ffe,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-95ba58e2644691cf9155,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-db8aa1c4a131bb7d038d,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-39e8b4aaf58b74cc748a,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-02135945bb18ff887375,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-9b30f7c42b134f3dd64a,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-d1c33fd95c8d96968d54,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-70fafa99e816d7111b6d,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-386787f7137c8175d934,source,RAWFILE-076,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,IR,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-62696365c983df932a8d,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-b1ebedb36966d2107ec7,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-21f44ece947d5ffbac4a,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-b72afe8ff9e3e40e1833,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-06ef77117f462ca4aafc,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-14b7f82858bbdbf77eeb,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-57fcacb5f64126c65095,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-39974fa6f44d1515f03e,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-d484361e8fdc962b15cf,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-571156a292963ce10be9,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-8271e42c86cd42bc4463,source,RAWFILE-077,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,IR,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
