window_id,domain,file_id,independent_object_id,group_id,relative_path,subgroup,signal_var,common_fs_hz,window_start_common_idx,window_end_common_idx_exclusive,window_start_s,window_end_s,native_fs_hz,native_start_idx,native_end_idx_exclusive,class_label,label_status,load_hp,fault_size_in,outer_race_position_clock,fault_bearing_location,analysis_channel,rpm,bearing_model_for_mechanism
WIN-1133c6a1415c39258708,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-6123e1bef88c66f3dbbb,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-00aadcb9105031ac60a0,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3c35831c49edd880e519,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-40d57e9da9bd8d45190d,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-6decf919081f9e70dd03,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-877ff50641c5d0e5a342,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-4f958ea4da941c9ee153,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-8f319ee3cc259dacb302,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-48ef333e908c4b185d3e,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3e59627c7514beb140de,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5d8999c2150623912a56,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-ec350b2a6a668be1e939,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-8ca4a023c3c6354a1f7d,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-f24101debaa258ba4b5f,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-36edf4975e4fcaa9aed4,target,RAWFILE-167,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3228bd60cfaf7ffc7226,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-182e01435f92fc0c2c39,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-185ad3be3e895d3a8aca,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-ac2d23c79dc1a46708ce,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-c3b2ccc55939e7628a6e,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-43aab9893c382a89935d,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-95b1805df52b237da0e3,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-72b5d9726c450de0b1c6,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5ab7a51bea24d105c2f2,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-0cb4e7a1d44f859d6946,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-dbc2e32b55cbb24eb09b,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-95cc30d077b989e87041,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-7739d4d6686a86cf84f0,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1039741ee749e5f47628,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-cb90ff6bdf36396e332a,target,RAWFILE-168,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-0a28f8c5333ffbed60e5,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-da6b40cdee08a07f9f65,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-d94656bb8ab6a1247edd,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-55dfeb981a68a15e6ff5,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-37bfbe64e8466170367b,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1757ec2fd99d3ddd5ac1,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5086ffbd3eed606e70c4,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-9d1101108d96156d79a5,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-c094d80ce7b12a61da10,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-af3a96837adf7ba65bde,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-17a348861ab34fa94b2c,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-7eb502011a23d91d142d,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-120f43c377770374543c,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-474d599169840e7119a9,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a656789906a13b010c70,target,RAWFILE-169,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1eb45b7865d5cd8df5a3,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-faae6258df50013434f6,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3e99385997c77b3e8b7f,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-90420bc1df57913cff65,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3ccff702d0b11556d291,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-d5c4aab4c062ef61c8f9,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-72e869023cae63d33054,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-edbd9f9b6420d0d1f56c,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-500c3ec526394bacb7b1,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-9c812b850d124aaab9c8,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-16f064c45e1402c72678,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-74b5f7f7b7cc81bcc291,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5f8c2462a82df660a7b3,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-0c8daf61b3e15c6e3d12,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-f7fdd017f8345f03fd63,target,RAWFILE-170,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-9402dfccd6dbac9ca54c,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-27a7b6ce5fc6a3433f14,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a1a1a2fb8b925fca5c32,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-cc0dc012e9075484516e,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-9b4ac7490816525e97ae,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-f9a55bc782a9cbdd2f70,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-281107921f7619985592,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-63d394c61d5d4f3f4678,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1a750e05e67f8618d1fb,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-7f615939d0a2f967f93a,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-be6023c0facb11b33283,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a4a778677e75ddf58cb0,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-6c951b51ee6872f99746,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-8d32b60d21940632af81,target,RAWFILE-171,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
