domain,subgroup,file_id,independent_object_id,relative_path,file_name,size_bytes,file_sha256,mat_read_status,mat_variables_json,variable_count,sensor_channels,de_present,fe_present,ba_present,de_shape,fe_shape,ba_shape,primary_signal_var,primary_signal_shape,primary_signal_points,primary_signal_sha256,sampling_rate_hz,sampling_rate_basis,duration_seconds,duration_basis,rpm,rpm_source,class_label,label_source,fault_bearing_location,fault_bearing_location_source,fault_size_in,load_hp,outer_race_position_clock,target_truth_status,finite_count,nonfinite_count,is_constant,signal_min,signal_max,signal_mean,signal_std,missing_flags,quality_flags
source,source_12khz_de,RAWFILE-025,source_domain/cwru_12khz_de/IR021_0.mat,source_domain/cwru_12khz_de/IR021_0.mat,IR021_0.mat,2048264,4a6d0fad5b514bea7e0e62a86f06b7e20256ed60d4760062a53d2ffedec62889,OK,"[{""dtype"":""double"",""name"":""X209_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X209_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X209_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X209RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X209_DE_time,96000,96000,03355804bc04e1456f61e6a2e169b7c09d027b89455a5d518bc2891f65681fb3,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,0.0,,known,96000,0,False,-3.385892997122935,3.77384143401479,-1.3947936931978081e-05,0.526895145914711,,
source,source_12khz_de,RAWFILE-026,source_domain/cwru_12khz_de/IR021_1.mat,source_domain/cwru_12khz_de/IR021_1.mat,IR021_1.mat,2003952,c25d465e14aa97c3c87af113939515e9b50a4b16de6e9b109e493a0c8809307e,OK,"[{""dtype"":""double"",""name"":""X210_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X210_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X210_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X210RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X210_DE_time,96000,96000,ac65dfd9fdbb055f85d5dd21b13fe26838a2a07c38dcbff78144cfdd9b48265e,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1774.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,1.0,,known,96000,0,False,-3.2870744899905344,3.683016927175134,5.3120368954781785e-05,0.44160140485388516,,
source,source_12khz_de,RAWFILE-027,source_domain/cwru_12khz_de/IR021_2.mat,source_domain/cwru_12khz_de/IR021_2.mat,IR021_2.mat,2008082,e78eec22b5d41b4658733e82a313eb76264349bac44a202ff51ba845ffb73a21,OK,"[{""dtype"":""double"",""name"":""X211_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X211_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X211_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X211RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X211_DE_time,96000,96000,1583c393498f1442f5392cb4d408d0512b01f0eb6826622f98165e63ada52603,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1752.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,2.0,,known,96000,0,False,-3.127462119660356,3.619687081936451,6.303926762145519e-05,0.4874762068968448,,
source,source_12khz_de,RAWFILE-028,source_domain/cwru_12khz_de/IR021_3.mat,source_domain/cwru_12khz_de/IR021_3.mat,IR021_3.mat,2004700,fe484d1d5f0ad4d5ba873bc86fb45138a80b0554ecf8dbd986a90c07919845bd,OK,"[{""dtype"":""double"",""name"":""X212_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X212_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X212_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X212RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X212_DE_time,96000,96000,ea51e5e4dcd21b11da0c4de72b70adc918364280f43e5ad4a4d883ff070aa9cf,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1728.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,3.0,,known,96000,0,False,-3.078554865592405,3.563823677321767,4.456129776008219e-06,0.4459992764055922,,
source,source_12khz_de,RAWFILE-029,source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,IR028_0_(1797rpm).mat,702946,fb8d1754de6c1360bd6823fcd569bfdab377bcd483035dc74395cc2a9b65aacf,OK,"[{""dtype"":""double"",""name"":""X056_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X056_DE_time,96000,96000,04ec7887607843980463062bad38fc35d0cf4dab5c64a14a6ded3ca08cf9204b,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,文件名注记,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,0.0,,known,96000,0,False,-3.6108005273747734,4.424253772625226,-1.6708159148378832e-05,0.8363804265287987,,
source,source_12khz_de,RAWFILE-030,source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,IR028_1_(1772rpm).mat,703212,372304a42300514bdd141f0f12bce0f3b0cdb6cb8715067574a7672f2fa8438c,OK,"[{""dtype"":""double"",""name"":""X057_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X057_DE_time,96000,96000,bece66b20d4e4c7103433c26e8796f09b2e53ab813baa52a259ffaf89f1a8ee9,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1772.0,文件名注记,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,1.0,,known,96000,0,False,-3.7252176435686564,3.9224678564313438,8.70786261354527e-05,0.8393320157409848,,
source,source_12khz_de,RAWFILE-031,source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,IR028_2_(1750rpm).mat,702220,5d6116c7290004d571403800893381c4a638509e455dd120119d868b3b82e8ca,OK,"[{""dtype"":""double"",""name"":""X058_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X058_DE_time,96000,96000,79970cdc671e0de5dd7394ca799c30f8b3e042fbef774d043ae2fd57a5669e04,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1750.0,文件名注记,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,2.0,,known,96000,0,False,-4.198644544545163,3.807926755454838,0.00012745786629594926,0.8388110114655533,,
source,source_12khz_de,RAWFILE-032,source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,IR028_3_(1730rpm).mat,702203,f35bb31d6bbc7a9d9dbc98bf8cd0e1504446b88aa26a533cf1d3a21717c81f1d,OK,"[{""dtype"":""double"",""name"":""X059_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X059_DE_time,96000,96000,c2b25206a722a71fc9e1c659ba0173eb1c5ccbeb4b23e507928ac479ac294ad4,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1730.0,文件名注记,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,3.0,,known,96000,0,False,-3.8284720774311927,3.6959227225688074,1.02862406823681e-05,0.8237575346837169,,
source,source_12khz_de,RAWFILE-033,source_domain/cwru_12khz_de/OR007@12_0.mat,source_domain/cwru_12khz_de/OR007@12_0.mat,OR007@12_0.mat,1973552,ee3b6233111755395b604e00d6fdb2d3b3ddd638852401ee8ce3f6347f5c58d1,OK,"[{""dtype"":""double"",""name"":""X156_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X156_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X156_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X156RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X156_DE_time,96000,96000,5b51b64cc16808aa072f15c073c9775e26ccff3a5ded0a2f50cf4ed08aec8b8d,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,0.0,12,known,96000,0,False,-1.7738020870250732,1.679893641517841,-0.0006501753322089162,0.23793204934973686,,
source,source_12khz_de,RAWFILE-034,source_domain/cwru_12khz_de/OR007@12_1.mat,source_domain/cwru_12khz_de/OR007@12_1.mat,OR007@12_1.mat,1980643,8267b12787a849576d961bf78877f5772442616b3d2954b7e3e78d9b38c6fe4d,OK,"[{""dtype"":""double"",""name"":""X158_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X158_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X158_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X158RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X158_DE_time,96000,96000,eab34ce09de7395f55ad14522e5c2ad1ed90c15a62c441823f1eb300303e0362,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1773.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,1.0,12,known,96000,0,False,-2.0440201052350133,1.7881494756033096,-1.3519893613126212e-05,0.23450181947580434,,
source,source_12khz_de,RAWFILE-035,source_domain/cwru_12khz_de/OR007@12_2.mat,source_domain/cwru_12khz_de/OR007@12_2.mat,OR007@12_2.mat,1982849,b11d024dd6f75d0edfe4d8645c9957aec1f501f8adb99a02c65b362f435996c0,OK,"[{""dtype"":""double"",""name"":""X159_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X159_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X159_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X159RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X159_DE_time,96000,96000,87915df3a95fe93d86817b1bb89f716d01eb732cdc1b72404ff73f394f3ba17f,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1750.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,2.0,12,known,96000,0,False,-2.309110012057076,2.2572663552083934,-6.680378320696528e-05,0.27082832870346424,,
source,source_12khz_de,RAWFILE-036,source_domain/cwru_12khz_de/OR007@12_3.mat,source_domain/cwru_12khz_de/OR007@12_3.mat,OR007@12_3.mat,1985744,74b4659613e5aec5867bc980427fcd5ba87a1aa2a7d8fc107db58e94da51c7cf,OK,"[{""dtype"":""double"",""name"":""X160_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X160_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X160_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X160RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X160_DE_time,96000,96000,750456931d8f21dee56b72c9cc57ec7e5318a54ed82a6a3cdc196253c2ead66c,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1724.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,3.0,12,known,96000,0,False,-1.9109413916772469,1.6104897859674636,8.553089677182641e-05,0.25568657641435166,,
source,source_12khz_de,RAWFILE-037,source_domain/cwru_12khz_de/OR007@3_0.mat,source_domain/cwru_12khz_de/OR007@3_0.mat,OR007@3_0.mat,2054801,d9d30f6771387a63f74874a41e2caa8187923d10e7f283da729691df42524321,OK,"[{""dtype"":""double"",""name"":""X144_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X144_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X144_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X144RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X144_DE_time,96000,96000,4899bcf503658f3f60ce4a3d4f1fe22aa9026692e18fa57c77dbc45c1797633d,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,0.0,3,known,96000,0,False,-3.013865895804665,3.341814643117491,-1.0175912998783646e-06,0.7696560523606036,,
source,source_12khz_de,RAWFILE-038,source_domain/cwru_12khz_de/OR007@3_1.mat,source_domain/cwru_12khz_de/OR007@3_1.mat,OR007@3_1.mat,2071912,6fe9c88aa637dbd488043bd6b6d9604a5e5faf59693602d1bca00835cf7d80a6,OK,"[{""dtype"":""double"",""name"":""X145_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X145_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X145_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X145RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X145_DE_time,96000,96000,5faf1c75c24ace9a8cb3b61fce7b4d3c3c0e281cd3a7648a944ac427ab04ea4a,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1774.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,1.0,3,known,96000,0,False,-3.3118995067233032,3.467330632997256,-6.01578470971592e-05,0.8489717355162196,,
source,source_12khz_de,RAWFILE-039,source_domain/cwru_12khz_de/OR007@3_2.mat,source_domain/cwru_12khz_de/OR007@3_2.mat,OR007@3_2.mat,2070118,c32cc0b126e31ef4d47a2ebe355ff07d7d5117f5abe4f3ece391094332b2f640,OK,"[{""dtype"":""double"",""name"":""X146_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X146_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X146_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X146RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X146_DE_time,96000,96000,61e52649daca9b27d3ed085a876fa9e74045b124fd32213cc0040237a9388c30,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1751.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,2.0,3,known,96000,0,False,-3.35715177991856,3.631213589342917,-0.0001722541679774965,0.8530029512998131,,
source,source_12khz_de,RAWFILE-040,source_domain/cwru_12khz_de/OR007@3_3.mat,source_domain/cwru_12khz_de/OR007@3_3.mat,OR007@3_3.mat,2066292,e6ae909bad72dcadb8b18e2be98e1abf23ba3e6410789342bd02bda43e606209,OK,"[{""dtype"":""double"",""name"":""X147_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X147_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X147_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X147RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X147_DE_time,96000,96000,f25bad39e3926aaecd0279da75804057cdf638bdfe2809b3f27b57551a19d30b,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1725.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,3.0,3,known,96000,0,False,-3.322787017046288,3.612380847225169,0.00011924026305178213,0.7961874477124666,,
source,source_12khz_de,RAWFILE-041,source_domain/cwru_12khz_de/OR007@6_0.mat,source_domain/cwru_12khz_de/OR007@6_0.mat,OR007@6_0.mat,2041137,42f9861538603b7bb30645340ecc50232e29e889b3ff023054e38a7b0ae368d4,OK,"[{""dtype"":""double"",""name"":""X130_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X130_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X130_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X130RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X130_DE_time,96000,96000,947b6ce1b5e23dd1420d3756fe3c245e7d3ea78f8eac5cd54c908ca48c392494,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1796.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,0.0,6,known,96000,0,False,-3.431872673853709,3.6072536734516802,0.001124792122671508,0.6718321789217123,,
source,source_12khz_de,RAWFILE-042,source_domain/cwru_12khz_de/OR007@6_1.mat,source_domain/cwru_12khz_de/OR007@6_1.mat,OR007@6_1.mat,2031739,114ea4e555ab8981472ff33da2da2265510dc38ab61cc453d96e956c46178376,OK,"[{""dtype"":""double"",""name"":""X131_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X131_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X131_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X131RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X131_DE_time,96000,96000,bbcc4e3d5a747bd0c3949ada5143b12bbe459b53439dce183cf0550864db8e24,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1773.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,1.0,6,known,96000,0,False,-2.9660656448632152,3.1081960317834914,2.1258021640350487e-05,0.591807641911066,,
source,source_12khz_de,RAWFILE-043,source_domain/cwru_12khz_de/OR007@6_2.mat,source_domain/cwru_12khz_de/OR007@6_2.mat,OR007@6_2.mat,2018989,e72abecbb3b92b1e543ea3367396a18266c771cd83bc3b85098343b9998757d0,OK,"[{""dtype"":""double"",""name"":""X132_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X132_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X132_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X132RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X132_DE_time,96000,96000,e25849bf2bc9ed94f807ee8ec156e62ddb21dc536bcc0306f2b4f747424d6a74,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1750.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,2.0,6,known,96000,0,False,-3.0861188404715976,3.097380460925608,-6.290485740949325e-05,0.5708502239640548,,
source,source_12khz_de,RAWFILE-044,source_domain/cwru_12khz_de/OR007@6_3.mat,source_domain/cwru_12khz_de/OR007@6_3.mat,OR007@6_3.mat,2031144,93f78a45c36b28606359eecac603a1ec8bcee82ab7877b9b2a85aa5b3c73003d,OK,"[{""dtype"":""double"",""name"":""X133_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X133_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X133_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X133RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X133_DE_time,96000,96000,71f327ab724e6af80bf61afd27ceeb956315c1cc616de2eb53e086fadb821278,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1725.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,3.0,6,known,96000,0,False,-3.007548540814773,3.2315847925185603,2.676880349011702e-05,0.5813199027490883,,
source,source_12khz_de,RAWFILE-045,source_domain/cwru_12khz_de/OR014@6_0.mat,source_domain/cwru_12khz_de/OR014@6_0.mat,OR014@6_0.mat,2022988,9899febf3f52446d6db249396b0be65757773955ed032ade6142b333074ce4b8,OK,"[{""dtype"":""double"",""name"":""X197_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X197_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X197_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X197RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X197_DE_time,96000,96000,9bc061d233bf235b900c4d0f6dd0547a9e7061a34ac03e88c6bd2ec4bffc3d41,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1796.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,0.0,6,known,96000,0,False,-0.47468469551385223,0.4186107535879442,0.0001819870235729244,0.09959375552847803,,
source,source_12khz_de,RAWFILE-046,source_domain/cwru_12khz_de/OR014@6_1.mat,source_domain/cwru_12khz_de/OR014@6_1.mat,OR014@6_1.mat,1970465,b45db2b0ccc24f17d9abe8ad0cd05685bbeea850a08a64d0c907866ac5365001,OK,"[{""dtype"":""double"",""name"":""X198_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X198_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X198_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X198RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X198_DE_time,96000,96000,530e3c1273900f6d4ade2d090316c6a71e32f969a7378b2ba1c7c1161f8150b3,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1772.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,1.0,6,known,96000,0,False,-0.40474331711111083,0.39273895833799094,-6.555733940426241e-05,0.09378749139290705,,
source,source_12khz_de,RAWFILE-047,source_domain/cwru_12khz_de/OR014@6_2.mat,source_domain/cwru_12khz_de/OR014@6_2.mat,OR014@6_2.mat,1961142,e6a8aa4a19d1126f177ebed439aaeba1de14cb5de2585e0cbd1425b11503e1cb,OK,"[{""dtype"":""double"",""name"":""X199_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X199_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X199_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X199RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X199_DE_time,96000,96000,cb5771fb7c388d5cb4b19e4154510acb6c23a538db652f8e1015703c34492808,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1749.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,2.0,6,known,96000,0,False,-0.41308983558415396,0.4741969907631514,4.101563590589566e-05,0.09656467405513229,,
source,source_12khz_de,RAWFILE-048,source_domain/cwru_12khz_de/OR014@6_3.mat,source_domain/cwru_12khz_de/OR014@6_3.mat,OR014@6_3.mat,1977941,f94954a89c5ccf04434100866ef6019bfa22ba1d4ac8107ca881b793c4da69e9,OK,"[{""dtype"":""double"",""name"":""X200_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X200_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X200_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X200RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X200_DE_time,96000,96000,1db4f6bc0589b38addd1012937781894177111c5e64f0a01c4edcda1f80f20a8,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1723.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,3.0,6,known,96000,0,False,-0.6677062242551808,0.6625947338286515,-6.884442733658328e-05,0.09486613229770362,,
source,source_12khz_de,RAWFILE-049,source_domain/cwru_12khz_de/OR021@12_0.mat,source_domain/cwru_12khz_de/OR021@12_0.mat,OR021@12_0.mat,1874954,b749dcd54ea1cd73e82520530bd0faf69503b17c9b84aaad4de187ff3a063def,OK,"[{""dtype"":""double"",""name"":""X258_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X258_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X258_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X258RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X258_DE_time,96000,96000,363b2c7be5a13d2aff3eb7d03614f96d8647697ebfdebdfef00f339b1c181c42,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1796.0,MAT变量,OR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,0.0,12,known,96000,0,False,-4.30613939865128,4.6667771682149874,0.0034013899704348287,0.3836949417415234,,
