window_id,class_label
WIN-3b8c35af845397bd5522,OR
WIN-63866879c08e4a2904da,OR
WIN-fcbf080e78a5ca2bbded,OR
WIN-564b4c395a2c1c75b5b8,OR
WIN-6f6cf52d77fe016559b7,OR
WIN-21b7fe8298b88f759464,OR
WIN-42eae0496d1ad7775eee,OR
WIN-032596b6bf6d9dec92fc,OR
WIN-9f82d6912851152fae90,OR
WIN-31648a63cd80c8a96c11,OR
WIN-df3f7cf61898e5591ee7,OR
WIN-43d4db7b433b4ec20d3b,OR
WIN-7d812714370f91f9fec4,OR
WIN-fd59d8cc6db88352eade,OR
WIN-4a618f2138cdc85801af,N
WIN-502ec8334ffa1a8d63e3,N
WIN-7f0ad7fca14b73edeb2a,N
WIN-fce5ea864f9cca37ec58,N
WIN-d0137db01b87aabbc0bd,N
WIN-dac6e6bdf1c2ddf450df,N
WIN-322a18d691cfd36a08b3,N
WIN-8960803c077ecbaf51d0,N
WIN-b2620e28c94bd7adacec,N
WIN-8a062282a23aa1a2503c,N
WIN-d147d1070c37681385ef,N
WIN-37d8f92347dd98db598f,N
WIN-2461ba3554b3e960c49c,N
WIN-d0491981c44a2afa2401,N
WIN-05faa8d3c8303cdaaa50,N
WIN-c7c4e0c3ec613da8ab91,N
WIN-cda646d6bace99617b25,N
WIN-c9e90dcf6a76244daa9a,N
WIN-153eca5c76a7ffc64a5d,N
WIN-2c7646152da2226dde21,N
WIN-f92b67ed88c20bfd5bc5,N
WIN-377f0242b913af013f10,N
WIN-a0eee795005bd4b96ac1,N
WIN-b41d078c21a5ce4af4b3,N
WIN-00350287a61f20ce9d7e,N
WIN-3d58573682716e5c5064,N
WIN-b2411d5297f747d4822e,N
WIN-9bcb88a8ab46670aca83,N
WIN-686716d79ca7aa62b9ea,N
WIN-a01d42224d12e8be9754,N
WIN-23c8cd5488a5d65e01b4,N
WIN-a5e6488c5864a2354157,N
WIN-6cc9877e5c381959ced4,N
WIN-5ed6be496e68b8bb544b,N
WIN-4d8793b610fe83ca8f23,N
WIN-765f077ef09f54555dec,N
WIN-78d37d352e3fd4ed36f6,N
WIN-7c837798ee77a25be18b,N
WIN-f9742f5fb2bf8c4da815,N
WIN-b9ada340e976456d07f6,N
WIN-4c4641ae399d641dcb8d,N
WIN-e99483e6afe0dd9ea470,N
WIN-eabf2e5e388ad51c4050,N
WIN-9cae389eae9c405ad2ab,N
WIN-8f40c0c199e2dbb3056e,N
WIN-b7d5045ea15bb00f29be,N
WIN-b2096ed61872a8544781,N
WIN-a5078da3b8f0a47407a3,N
WIN-24c4685f42c93d8a615c,N
WIN-4e9168008e6b27b5d723,N
WIN-a33729b2941a383413bc,N
WIN-e1ec0df17de660c289ac,N
WIN-be62712cf7984f4beba5,N
WIN-1e84f33a83def8b9b6ed,N
