class,file,spectrum_type,frequency_hz,relative_psd_db,theoretical_source_fault_frequency_hz
OR,OR007@12_0.mat,envelope,84.0,-16.674411443655483,107.30428106701365
OR,OR007@12_0.mat,envelope,85.0,-22.979793805504073,107.30428106701365
OR,OR007@12_0.mat,envelope,86.0,-17.354027937917497,107.30428106701365
OR,OR007@12_0.mat,envelope,87.0,-24.079286659742316,107.30428106701365
OR,OR007@12_0.mat,envelope,88.0,-28.165558691532166,107.30428106701365
OR,OR007@12_0.mat,envelope,89.0,-14.699642535548348,107.30428106701365
OR,OR007@12_0.mat,envelope,90.0,-11.643741208636524,107.30428106701365
OR,OR007@12_0.mat,envelope,91.0,-18.74415221378226,107.30428106701365
OR,OR007@12_0.mat,envelope,92.0,-28.440109376148627,107.30428106701365
OR,OR007@12_0.mat,envelope,93.0,-24.03302045074784,107.30428106701365
OR,OR007@12_0.mat,envelope,94.0,-25.043215023926777,107.30428106701365
OR,OR007@12_0.mat,envelope,95.0,-13.893565069529448,107.30428106701365
OR,OR007@12_0.mat,envelope,96.0,-13.321308560406209,107.30428106701365
OR,OR007@12_0.mat,envelope,97.0,-29.677329575900984,107.30428106701365
OR,OR007@12_0.mat,envelope,98.0,-29.8549301852804,107.30428106701365
OR,OR007@12_0.mat,envelope,99.0,-25.225153732513732,107.30428106701365
OR,OR007@12_0.mat,envelope,100.0,-28.863208571701982,107.30428106701365
OR,OR007@12_0.mat,envelope,101.0,-18.531723335462775,107.30428106701365
OR,OR007@12_0.mat,envelope,102.0,-16.063693798615333,107.30428106701365
OR,OR007@12_0.mat,envelope,103.0,-22.877383473617638,107.30428106701365
OR,OR007@12_0.mat,envelope,104.0,-42.17764487503328,107.30428106701365
OR,OR007@12_0.mat,envelope,105.0,-29.324034912288006,107.30428106701365
OR,OR007@12_0.mat,envelope,106.0,-24.03586472388044,107.30428106701365
OR,OR007@12_0.mat,envelope,107.0,-2.5862311944898098,107.30428106701365
OR,OR007@12_0.mat,envelope,108.0,-1.1642711236245063e-09,107.30428106701365
OR,OR007@12_0.mat,envelope,109.0,-10.046891434386392,107.30428106701365
OR,OR007@12_0.mat,envelope,110.0,-32.65602589884195,107.30428106701365
OR,OR007@12_0.mat,envelope,111.0,-33.770923116843605,107.30428106701365
OR,OR007@12_0.mat,envelope,112.0,-30.454175469153107,107.30428106701365
OR,OR007@12_0.mat,envelope,113.0,-19.684833095054994,107.30428106701365
OR,OR007@12_0.mat,envelope,114.0,-18.74245251805575,107.30428106701365
OR,OR007@12_0.mat,envelope,115.0,-26.517137724892592,107.30428106701365
OR,OR007@12_0.mat,envelope,116.0,-25.743851000385035,107.30428106701365
OR,OR007@12_0.mat,envelope,117.0,-23.582015278923304,107.30428106701365
OR,OR007@12_0.mat,envelope,118.0,-25.505701295796236,107.30428106701365
OR,OR007@12_0.mat,envelope,119.0,-23.035088213800037,107.30428106701365
OR,OR007@12_0.mat,envelope,120.0,-19.581147126723064,107.30428106701365
OR,OR007@12_0.mat,envelope,121.0,-21.094815519001653,107.30428106701365
OR,OR007@12_0.mat,envelope,122.0,-21.851518128978647,107.30428106701365
OR,OR007@12_0.mat,envelope,123.0,-23.387291726424706,107.30428106701365
OR,OR007@12_0.mat,envelope,124.0,-22.806612946853264,107.30428106701365
OR,OR007@12_0.mat,envelope,125.0,-16.663949610402817,107.30428106701365
OR,OR007@12_0.mat,envelope,126.0,-17.13612035098475,107.30428106701365
OR,OR007@12_0.mat,envelope,127.0,-32.022743354274894,107.30428106701365
OR,OR007@12_0.mat,envelope,128.0,-28.25373980637362,107.30428106701365
OR,OR007@12_0.mat,envelope,129.0,-30.92924278399252,107.30428106701365
OR,OR007@12_0.mat,envelope,130.0,-30.425511929303305,107.30428106701365
OR,OR007@12_0.mat,envelope,131.0,-29.016613170855962,107.30428106701365
OR,OR007@12_0.mat,envelope,132.0,-25.72208554149421,107.30428106701365
OR,OR007@12_0.mat,envelope,133.0,-23.576626367638305,107.30428106701365
OR,OR007@12_0.mat,envelope,134.0,-17.464422966208023,107.30428106701365
OR,OR007@12_0.mat,envelope,135.0,-18.33143768352678,107.30428106701365
OR,OR007@12_0.mat,envelope,136.0,-20.74266359901696,107.30428106701365
OR,OR007@12_0.mat,envelope,137.0,-17.889489613464125,107.30428106701365
OR,OR007@12_0.mat,envelope,138.0,-18.587453330654736,107.30428106701365
OR,OR007@12_0.mat,envelope,139.0,-29.20225773313829,107.30428106701365
OR,OR007@12_0.mat,envelope,140.0,-27.36215063787752,107.30428106701365
OR,OR007@12_0.mat,envelope,141.0,-22.802341484298072,107.30428106701365
OR,OR007@12_0.mat,envelope,142.0,-25.01701357398513,107.30428106701365
OR,OR007@12_0.mat,envelope,143.0,-22.997436823244065,107.30428106701365
OR,OR007@12_0.mat,envelope,144.0,-18.77747752172592,107.30428106701365
OR,OR007@12_0.mat,envelope,145.0,-19.611799303453147,107.30428106701365
OR,OR007@12_0.mat,envelope,146.0,-19.757777060614558,107.30428106701365
OR,OR007@12_0.mat,envelope,147.0,-22.901873806275347,107.30428106701365
OR,OR007@12_0.mat,envelope,148.0,-39.24277284100715,107.30428106701365
OR,OR007@12_0.mat,envelope,149.0,-21.696584823740068,107.30428106701365
OR,OR007@12_0.mat,envelope,150.0,-22.186366086134054,107.30428106701365
OR,OR007@12_0.mat,envelope,151.0,-28.02718228740254,107.30428106701365
OR,OR007@12_0.mat,envelope,152.0,-23.2772168373433,107.30428106701365
OR,OR007@12_0.mat,envelope,153.0,-26.386203015120184,107.30428106701365
OR,OR007@12_0.mat,envelope,154.0,-30.346218856394543,107.30428106701365
OR,OR007@12_0.mat,envelope,155.0,-24.71630386064108,107.30428106701365
OR,OR007@12_0.mat,envelope,156.0,-20.447622713797344,107.30428106701365
OR,OR007@12_0.mat,envelope,157.0,-21.884035779657882,107.30428106701365
OR,OR007@12_0.mat,envelope,158.0,-21.450522753883217,107.30428106701365
OR,OR007@12_0.mat,envelope,159.0,-21.277598361152336,107.30428106701365
OR,OR007@12_0.mat,envelope,160.0,-24.986386575904636,107.30428106701365
OR,OR007@12_0.mat,envelope,161.0,-18.20941306875736,107.30428106701365
OR,OR007@12_0.mat,envelope,162.0,-18.41697282335436,107.30428106701365
OR,OR007@12_0.mat,envelope,163.0,-34.28445206657035,107.30428106701365
OR,OR007@12_0.mat,envelope,164.0,-19.429874894309776,107.30428106701365
OR,OR007@12_0.mat,envelope,165.0,-20.446621531849406,107.30428106701365
OR,OR007@12_0.mat,envelope,166.0,-19.062757157970616,107.30428106701365
OR,OR007@12_0.mat,envelope,167.0,-13.196058276915075,107.30428106701365
OR,OR007@12_0.mat,envelope,168.0,-14.934714477947114,107.30428106701365
OR,OR007@12_0.mat,envelope,169.0,-27.99523195372741,107.30428106701365
OR,OR007@12_0.mat,envelope,170.0,-22.186572064747363,107.30428106701365
OR,OR007@12_0.mat,envelope,171.0,-25.520684817634436,107.30428106701365
OR,OR007@12_0.mat,envelope,172.0,-27.052913982612274,107.30428106701365
OR,OR007@12_0.mat,envelope,173.0,-35.59208329217847,107.30428106701365
OR,OR007@12_0.mat,envelope,174.0,-29.761659460470064,107.30428106701365
OR,OR007@12_0.mat,envelope,175.0,-25.27310964744327,107.30428106701365
OR,OR007@12_0.mat,envelope,176.0,-23.73077047871358,107.30428106701365
OR,OR007@12_0.mat,envelope,177.0,-36.182244838796024,107.30428106701365
OR,OR007@12_0.mat,envelope,178.0,-27.598033579789384,107.30428106701365
OR,OR007@12_0.mat,envelope,179.0,-28.501382024765167,107.30428106701365
OR,OR007@12_0.mat,envelope,180.0,-23.025123113388233,107.30428106701365
OR,OR007@12_0.mat,envelope,181.0,-29.93613500406247,107.30428106701365
OR,OR007@12_0.mat,envelope,182.0,-32.009141981919754,107.30428106701365
OR,OR007@12_0.mat,envelope,183.0,-32.6532903647817,107.30428106701365
OR,OR007@12_0.mat,envelope,184.0,-26.96137823746647,107.30428106701365
OR,OR007@12_0.mat,envelope,185.0,-16.257593745966716,107.30428106701365
OR,OR007@12_0.mat,envelope,186.0,-16.99198428863401,107.30428106701365
OR,OR007@12_0.mat,envelope,187.0,-23.781843359599737,107.30428106701365
OR,OR007@12_0.mat,envelope,188.0,-22.685772348993375,107.30428106701365
OR,OR007@12_0.mat,envelope,189.0,-30.841767528452095,107.30428106701365
OR,OR007@12_0.mat,envelope,190.0,-29.637029218487065,107.30428106701365
OR,OR007@12_0.mat,envelope,191.0,-25.666890611634486,107.30428106701365
OR,OR007@12_0.mat,envelope,192.0,-26.56295999768698,107.30428106701365
OR,OR007@12_0.mat,envelope,193.0,-19.38888323079627,107.30428106701365
OR,OR007@12_0.mat,envelope,194.0,-17.28566444640425,107.30428106701365
OR,OR007@12_0.mat,envelope,195.0,-23.894282504779454,107.30428106701365
OR,OR007@12_0.mat,envelope,196.0,-29.052585966327804,107.30428106701365
OR,OR007@12_0.mat,envelope,197.0,-16.236842829563994,107.30428106701365
OR,OR007@12_0.mat,envelope,198.0,-16.290616074887296,107.30428106701365
OR,OR007@12_0.mat,envelope,199.0,-25.6736455847072,107.30428106701365
OR,OR007@12_0.mat,envelope,200.0,-31.839135237010172,107.30428106701365
OR,OR007@12_0.mat,envelope,201.0,-24.944947172890327,107.30428106701365
OR,OR007@12_0.mat,envelope,202.0,-29.209154008071625,107.30428106701365
OR,OR007@12_0.mat,envelope,203.0,-19.892907845051674,107.30428106701365
OR,OR007@12_0.mat,envelope,204.0,-22.301908563813,107.30428106701365
OR,OR007@12_0.mat,envelope,205.0,-34.25816304367829,107.30428106701365
OR,OR007@12_0.mat,envelope,206.0,-32.191571170452335,107.30428106701365
OR,OR007@12_0.mat,envelope,207.0,-25.510843079352554,107.30428106701365
OR,OR007@12_0.mat,envelope,208.0,-30.70042028139624,107.30428106701365
OR,OR007@12_0.mat,envelope,209.0,-28.464522217110574,107.30428106701365
OR,OR007@12_0.mat,envelope,210.0,-25.726474956704525,107.30428106701365
OR,OR007@12_0.mat,envelope,211.0,-25.237781484174214,107.30428106701365
OR,OR007@12_0.mat,envelope,212.0,-28.640725838209452,107.30428106701365
OR,OR007@12_0.mat,envelope,213.0,-28.6215973335039,107.30428106701365
OR,OR007@12_0.mat,envelope,214.0,-16.87809758736305,107.30428106701365
OR,OR007@12_0.mat,envelope,215.0,-4.893685568315934,107.30428106701365
OR,OR007@12_0.mat,envelope,216.0,-5.909965672361168,107.30428106701365
OR,OR007@12_0.mat,envelope,217.0,-17.423682507264996,107.30428106701365
OR,OR007@12_0.mat,envelope,218.0,-26.19870923222772,107.30428106701365
OR,OR007@12_0.mat,envelope,219.0,-24.857115105724617,107.30428106701365
OR,OR007@12_0.mat,envelope,220.0,-24.458106226527086,107.30428106701365
OR,OR007@12_0.mat,envelope,221.0,-15.928994086086327,107.30428106701365
OR,OR007@12_0.mat,envelope,222.0,-17.357947048123624,107.30428106701365
OR,OR007@12_0.mat,envelope,223.0,-30.65816746178576,107.30428106701365
OR,OR007@12_0.mat,envelope,224.0,-27.93574866805146,107.30428106701365
OR,OR007@12_0.mat,envelope,225.0,-30.289757683420575,107.30428106701365
OR,OR007@12_0.mat,envelope,226.0,-25.706901431165647,107.30428106701365
OR,OR007@12_0.mat,envelope,227.0,-23.450784349705295,107.30428106701365
OR,OR007@12_0.mat,envelope,228.0,-25.372427686500806,107.30428106701365
OR,OR007@12_0.mat,envelope,229.0,-21.579347539929135,107.30428106701365
OR,OR007@12_0.mat,envelope,230.0,-18.04272192163114,107.30428106701365
OR,OR007@12_0.mat,envelope,231.0,-18.893803941068853,107.30428106701365
OR,OR007@12_0.mat,envelope,232.0,-25.213110348621193,107.30428106701365
OR,OR007@12_0.mat,envelope,233.0,-17.724072438150905,107.30428106701365
OR,OR007@12_0.mat,envelope,234.0,-18.28155993227686,107.30428106701365
OR,OR007@12_0.mat,envelope,235.0,-42.00038590819024,107.30428106701365
OR,OR007@12_0.mat,envelope,236.0,-29.011788010483066,107.30428106701365
OR,OR007@12_0.mat,envelope,237.0,-24.594391979327494,107.30428106701365
OR,OR007@12_0.mat,envelope,238.0,-26.619752651961672,107.30428106701365
OR,OR007@12_0.mat,envelope,239.0,-36.161969968315105,107.30428106701365
OR,OR007@12_0.mat,envelope,240.0,-27.230575291840434,107.30428106701365
OR,OR007@12_0.mat,envelope,241.0,-26.687744904963743,107.30428106701365
OR,OR007@12_0.mat,envelope,242.0,-26.871612487634053,107.30428106701365
OR,OR007@12_0.mat,envelope,243.0,-33.035503351651194,107.30428106701365
OR,OR007@12_0.mat,envelope,244.0,-25.98655392401115,107.30428106701365
OR,OR007@12_0.mat,envelope,245.0,-18.059342538184705,107.30428106701365
OR,OR007@12_0.mat,envelope,246.0,-19.31058102835315,107.30428106701365
OR,OR007@12_0.mat,envelope,247.0,-33.788389155610815,107.30428106701365
OR,OR007@12_0.mat,envelope,248.0,-22.94150910258374,107.30428106701365
OR,OR007@12_0.mat,envelope,249.0,-22.393096559194632,107.30428106701365
OR,OR007@12_0.mat,envelope,250.0,-22.659178344774187,107.30428106701365
OR,OR007@12_0.mat,envelope,251.0,-19.57443848194607,107.30428106701365
OR,OR007@12_0.mat,envelope,252.0,-21.725939785730542,107.30428106701365
OR,OR007@12_0.mat,envelope,253.0,-24.357253490026913,107.30428106701365
OR,OR007@12_0.mat,envelope,254.0,-27.27721891465817,107.30428106701365
OR,OR007@12_0.mat,envelope,255.0,-34.976460758156854,107.30428106701365
OR,OR007@12_0.mat,envelope,256.0,-39.738196023542336,107.30428106701365
OR,OR007@12_0.mat,envelope,257.0,-38.40350389564884,107.30428106701365
OR,OR007@12_0.mat,envelope,258.0,-29.80839875503758,107.30428106701365
OR,OR007@12_0.mat,envelope,259.0,-29.32213721094584,107.30428106701365
OR,OR007@12_0.mat,envelope,260.0,-30.25252242962293,107.30428106701365
OR,OR007@12_0.mat,envelope,261.0,-28.019469372091468,107.30428106701365
OR,OR007@12_0.mat,envelope,262.0,-27.689891032686948,107.30428106701365
OR,OR007@12_0.mat,envelope,263.0,-18.20376308001145,107.30428106701365
OR,OR007@12_0.mat,envelope,264.0,-21.726097556367556,107.30428106701365
OR,OR007@12_0.mat,envelope,265.0,-32.32657623198974,107.30428106701365
OR,OR007@12_0.mat,envelope,266.0,-24.33964643478687,107.30428106701365
OR,OR007@12_0.mat,envelope,267.0,-35.55618296253095,107.30428106701365
OR,OR007@12_0.mat,envelope,268.0,-49.9255275606039,107.30428106701365
OR,OR007@12_0.mat,envelope,269.0,-31.46635185768765,107.30428106701365
OR,OR007@12_0.mat,envelope,270.0,-33.39280259812455,107.30428106701365
OR,OR007@12_0.mat,envelope,271.0,-26.191520155485843,107.30428106701365
OR,OR007@12_0.mat,envelope,272.0,-28.07435901844812,107.30428106701365
OR,OR007@12_0.mat,envelope,273.0,-34.14895798905958,107.30428106701365
OR,OR007@12_0.mat,envelope,274.0,-17.926811029245275,107.30428106701365
OR,OR007@12_0.mat,envelope,275.0,-10.565415655887769,107.30428106701365
OR,OR007@12_0.mat,envelope,276.0,-13.932408372025098,107.30428106701365
OR,OR007@12_0.mat,envelope,277.0,-30.73378776903647,107.30428106701365
OR,OR007@12_0.mat,envelope,278.0,-33.82481549532696,107.30428106701365
OR,OR007@12_0.mat,envelope,279.0,-30.130214402779156,107.30428106701365
OR,OR007@12_0.mat,envelope,280.0,-31.317600277414424,107.30428106701365
OR,OR007@12_0.mat,envelope,281.0,-39.75318144834642,107.30428106701365
OR,OR007@12_0.mat,envelope,282.0,-32.33434877394164,107.30428106701365
OR,OR007@12_0.mat,envelope,283.0,-31.48988467438962,107.30428106701365
OR,OR007@12_0.mat,envelope,284.0,-51.61795854500263,107.30428106701365
OR,OR007@12_0.mat,envelope,285.0,-29.11130801710458,107.30428106701365
OR,OR007@12_0.mat,envelope,286.0,-44.867431933084454,107.30428106701365
OR,OR007@12_0.mat,envelope,287.0,-35.83956645378872,107.30428106701365
OR,OR007@12_0.mat,envelope,288.0,-38.455703216264894,107.30428106701365
OR,OR007@12_0.mat,envelope,289.0,-34.03213658979577,107.30428106701365
OR,OR007@12_0.mat,envelope,290.0,-26.854124463450194,107.30428106701365
OR,OR007@12_0.mat,envelope,291.0,-24.23925044068865,107.30428106701365
OR,OR007@12_0.mat,envelope,292.0,-24.36554076975,107.30428106701365
OR,OR007@12_0.mat,envelope,293.0,-21.88364851588082,107.30428106701365
OR,OR007@12_0.mat,envelope,294.0,-22.845749990939012,107.30428106701365
OR,OR007@12_0.mat,envelope,295.0,-16.196332426152907,107.30428106701365
OR,OR007@12_0.mat,envelope,296.0,-16.65319250400318,107.30428106701365
OR,OR007@12_0.mat,envelope,297.0,-24.946050238903577,107.30428106701365
OR,OR007@12_0.mat,envelope,298.0,-30.64280423924555,107.30428106701365
OR,OR007@12_0.mat,envelope,299.0,-26.928137589432453,107.30428106701365
OR,OR007@12_0.mat,envelope,300.0,-28.536054984225657,107.30428106701365
OR,OR007@12_0.mat,envelope,301.0,-29.56335711310366,107.30428106701365
OR,OR007@12_0.mat,envelope,302.0,-32.56893149605106,107.30428106701365
OR,OR007@12_0.mat,envelope,303.0,-31.98205878764563,107.30428106701365
OR,OR007@12_0.mat,envelope,304.0,-32.45677835887966,107.30428106701365
OR,OR007@12_0.mat,envelope,305.0,-20.631143010614828,107.30428106701365
OR,OR007@12_0.mat,envelope,306.0,-20.738554967936523,107.30428106701365
OR,OR007@12_0.mat,envelope,307.0,-22.382950504974044,107.30428106701365
OR,OR007@12_0.mat,envelope,308.0,-25.06601741643513,107.30428106701365
OR,OR007@12_0.mat,envelope,309.0,-36.418963187486966,107.30428106701365
OR,OR007@12_0.mat,envelope,310.0,-34.922739563983605,107.30428106701365
OR,OR007@12_0.mat,envelope,311.0,-20.602566539547425,107.30428106701365
OR,OR007@12_0.mat,envelope,312.0,-21.75281690804487,107.30428106701365
OR,OR007@12_0.mat,envelope,313.0,-31.613745194954532,107.30428106701365
OR,OR007@12_0.mat,envelope,314.0,-47.47660189642589,107.30428106701365
OR,OR007@12_0.mat,envelope,315.0,-48.67397783527856,107.30428106701365
OR,OR007@12_0.mat,envelope,316.0,-44.35566527352564,107.30428106701365
OR,OR007@12_0.mat,envelope,317.0,-39.825350137911144,107.30428106701365
OR,OR007@12_0.mat,envelope,318.0,-38.85872434442126,107.30428106701365
OR,OR007@12_0.mat,envelope,319.0,-33.46967563342566,107.30428106701365
OR,OR007@12_0.mat,envelope,320.0,-31.136064736528446,107.30428106701365
OR,OR007@12_0.mat,envelope,321.0,-29.680349416868808,107.30428106701365
OR,OR007@12_0.mat,envelope,322.0,-16.15026229918977,107.30428106701365
OR,OR007@12_0.mat,envelope,323.0,-8.595181721149762,107.30428106701365
OR,OR007@12_0.mat,envelope,324.0,-12.539795673134433,107.30428106701365
OR,OR007@12_0.mat,envelope,325.0,-23.986436240957076,107.30428106701365
OR,OR007@12_0.mat,envelope,326.0,-28.29693486360021,107.30428106701365
OR,OR007@12_0.mat,envelope,327.0,-30.563295306704106,107.30428106701365
OR,OR007@12_0.mat,envelope,328.0,-28.10559229158602,107.30428106701365
OR,OR007@12_0.mat,envelope,329.0,-28.11809446911482,107.30428106701365
OR,OR007@12_0.mat,envelope,330.0,-31.548430600188357,107.30428106701365
OR,OR007@12_0.mat,envelope,331.0,-34.06016531776544,107.30428106701365
OR,OR007@12_0.mat,envelope,332.0,-33.359667008182,107.30428106701365
OR,OR007@12_0.mat,envelope,333.0,-41.9139160965969,107.30428106701365
OR,OR007@12_0.mat,envelope,334.0,-26.616627364149068,107.30428106701365
OR,OR007@12_0.mat,envelope,335.0,-22.603691695285878,107.30428106701365
OR,OR007@12_0.mat,envelope,336.0,-34.24355392987632,107.30428106701365
OR,OR007@12_0.mat,envelope,337.0,-26.14993587113192,107.30428106701365
OR,OR007@12_0.mat,envelope,338.0,-26.865294289564975,107.30428106701365
OR,OR007@12_0.mat,envelope,339.0,-34.13232462459077,107.30428106701365
OR,OR007@12_0.mat,envelope,340.0,-36.73391594880765,107.30428106701365
OR,OR007@12_0.mat,envelope,341.0,-31.509460994741495,107.30428106701365
OR,OR007@12_0.mat,envelope,342.0,-37.23357018402065,107.30428106701365
OR,OR007@12_0.mat,envelope,343.0,-34.79598759562324,107.30428106701365
OR,OR007@12_0.mat,envelope,344.0,-32.552106698271324,107.30428106701365
OR,OR007@12_0.mat,envelope,345.0,-25.751212074833077,107.30428106701365
OR,OR007@12_0.mat,envelope,346.0,-24.87988620137321,107.30428106701365
OR,OR007@12_0.mat,envelope,347.0,-25.792406776666624,107.30428106701365
OR,OR007@12_0.mat,envelope,348.0,-28.251902028078458,107.30428106701365
OR,OR007@12_0.mat,envelope,349.0,-36.956110245216976,107.30428106701365
OR,OR007@12_0.mat,envelope,350.0,-31.240390927711758,107.30428106701365
OR,OR007@12_0.mat,envelope,351.0,-32.13784096718137,107.30428106701365
OR,OR007@12_0.mat,envelope,352.0,-25.253513679027453,107.30428106701365
OR,OR007@12_0.mat,envelope,353.0,-21.593395366534615,107.30428106701365
OR,OR007@12_0.mat,envelope,354.0,-26.07401763350564,107.30428106701365
OR,OR007@12_0.mat,envelope,355.0,-29.189155765756855,107.30428106701365
OR,OR007@12_0.mat,envelope,356.0,-31.615559583569226,107.30428106701365
OR,OR007@12_0.mat,envelope,357.0,-32.040971736862296,107.30428106701365
OR,OR007@12_0.mat,envelope,358.0,-27.200154618729137,107.30428106701365
OR,OR007@12_0.mat,envelope,359.0,-32.143914162090674,107.30428106701365
OR,OR007@12_0.mat,envelope,360.0,-34.1097058208991,107.30428106701365
OR,OR007@12_0.mat,envelope,361.0,-33.7460272416802,107.30428106701365
OR,OR007@12_0.mat,envelope,362.0,-23.667011081425905,107.30428106701365
OR,OR007@12_0.mat,envelope,363.0,-23.04236768860536,107.30428106701365
OR,OR007@12_0.mat,envelope,364.0,-26.99820643482998,107.30428106701365
OR,OR007@12_0.mat,envelope,365.0,-34.27434098849532,107.30428106701365
OR,OR007@12_0.mat,envelope,366.0,-38.26674340682785,107.30428106701365
OR,OR007@12_0.mat,envelope,367.0,-31.079810486419643,107.30428106701365
OR,OR007@12_0.mat,envelope,368.0,-25.047876212016472,107.30428106701365
OR,OR007@12_0.mat,envelope,369.0,-28.85897435803207,107.30428106701365
OR,OR007@12_0.mat,envelope,370.0,-21.084302494936715,107.30428106701365
OR,OR007@12_0.mat,envelope,371.0,-17.548208633175925,107.30428106701365
OR,OR007@12_0.mat,envelope,372.0,-24.335204889995342,107.30428106701365
OR,OR007@12_0.mat,envelope,373.0,-43.80432433977588,107.30428106701365
OR,OR007@12_0.mat,envelope,374.0,-26.558382298454436,107.30428106701365
OR,OR007@12_0.mat,envelope,375.0,-25.88003373135033,107.30428106701365
OR,OR007@12_0.mat,envelope,376.0,-33.553476908880484,107.30428106701365
OR,OR007@12_0.mat,envelope,377.0,-34.475075445743386,107.30428106701365
OR,OR007@12_0.mat,envelope,378.0,-28.975666424205706,107.30428106701365
OR,OR007@12_0.mat,envelope,379.0,-25.853018689649986,107.30428106701365
OR,OR007@12_0.mat,envelope,380.0,-29.482571691909634,107.30428106701365
OR,OR007@12_0.mat,envelope,381.0,-36.09307576978531,107.30428106701365
OR,OR007@12_0.mat,envelope,382.0,-21.07667128233821,107.30428106701365
OR,OR007@12_0.mat,envelope,383.0,-16.87845575348335,107.30428106701365
OR,OR007@12_0.mat,envelope,384.0,-23.216104767317404,107.30428106701365
OR,OR007@12_0.mat,envelope,385.0,-34.70915939414823,107.30428106701365
OR,OR007@12_0.mat,envelope,386.0,-27.56034518540398,107.30428106701365
OR,OR007@12_0.mat,envelope,387.0,-24.11167636398116,107.30428106701365
OR,OR007@12_0.mat,envelope,388.0,-29.043002943026288,107.30428106701365
OR,OR007@12_0.mat,envelope,389.0,-31.513554925706686,107.30428106701365
OR,OR007@12_0.mat,envelope,390.0,-32.137186910184404,107.30428106701365
OR,OR007@12_0.mat,envelope,391.0,-27.869638924995073,107.30428106701365
OR,OR007@12_0.mat,envelope,392.0,-28.906360736576783,107.30428106701365
OR,OR007@12_0.mat,envelope,393.0,-37.7447316451163,107.30428106701365
OR,OR007@12_0.mat,envelope,394.0,-34.89951478010979,107.30428106701365
OR,OR007@12_0.mat,envelope,395.0,-25.30742079247255,107.30428106701365
OR,OR007@12_0.mat,envelope,396.0,-27.63769830556914,107.30428106701365
OR,OR007@12_0.mat,envelope,397.0,-28.64441066606542,107.30428106701365
OR,OR007@12_0.mat,envelope,398.0,-31.534474637685047,107.30428106701365
OR,OR007@12_0.mat,envelope,399.0,-29.22872208906933,107.30428106701365
OR,OR007@12_0.mat,envelope,400.0,-29.605196292097116,107.30428106701365
OR,OR007@12_0.mat,envelope,401.0,-27.38090738456911,107.30428106701365
OR,OR007@12_0.mat,envelope,402.0,-27.071151302459167,107.30428106701365
OR,OR007@12_0.mat,envelope,403.0,-23.546483139195317,107.30428106701365
OR,OR007@12_0.mat,envelope,404.0,-26.640145386130566,107.30428106701365
OR,OR007@12_0.mat,envelope,405.0,-39.814134215682415,107.30428106701365
OR,OR007@12_0.mat,envelope,406.0,-29.892441619083485,107.30428106701365
OR,OR007@12_0.mat,envelope,407.0,-28.7829664470029,107.30428106701365
OR,OR007@12_0.mat,envelope,408.0,-37.53253321504263,107.30428106701365
OR,OR007@12_0.mat,envelope,409.0,-29.8781079887707,107.30428106701365
OR,OR007@12_0.mat,envelope,410.0,-24.487093651821734,107.30428106701365
OR,OR007@12_0.mat,envelope,411.0,-24.78895773618504,107.30428106701365
OR,OR007@12_0.mat,envelope,412.0,-29.323944013011378,107.30428106701365
OR,OR007@12_0.mat,envelope,413.0,-38.08554107258376,107.30428106701365
OR,OR007@12_0.mat,envelope,414.0,-33.2468728896881,107.30428106701365
OR,OR007@12_0.mat,envelope,415.0,-24.469907942818256,107.30428106701365
OR,OR007@12_0.mat,envelope,416.0,-29.334810685682164,107.30428106701365
OR,OR007@12_0.mat,envelope,417.0,-35.32688473594925,107.30428106701365
OR,OR007@12_0.mat,envelope,418.0,-24.78367725482679,107.30428106701365
OR,OR007@12_0.mat,envelope,419.0,-19.926321715232124,107.30428106701365
OR,OR007@12_0.mat,envelope,420.0,-24.91088470952018,107.30428106701365
OR,OR007@12_0.mat,envelope,421.0,-31.903920889801405,107.30428106701365
OR,OR007@12_0.mat,envelope,422.0,-36.250847515364995,107.30428106701365
OR,OR007@12_0.mat,envelope,423.0,-37.590908703053685,107.30428106701365
OR,OR007@12_0.mat,envelope,424.0,-35.11020771892322,107.30428106701365
OR,OR007@12_0.mat,envelope,425.0,-36.396652125608014,107.30428106701365
OR,OR007@12_0.mat,envelope,426.0,-35.15141568894238,107.30428106701365
OR,OR007@12_0.mat,envelope,427.0,-29.147593495257496,107.30428106701365
OR,OR007@12_0.mat,envelope,428.0,-22.601662435249487,107.30428106701365
OR,OR007@12_0.mat,envelope,429.0,-25.153987606553734,107.30428106701365
OR,OR007@12_0.mat,envelope,430.0,-16.960365928647835,107.30428106701365
OR,OR007@12_0.mat,envelope,431.0,-14.528991287724821,107.30428106701365
OR,OR007@12_0.mat,envelope,432.0,-22.47384749555482,107.30428106701365
OR,OR007@12_0.mat,envelope,433.0,-32.775444539813925,107.30428106701365
OR,OR007@12_0.mat,envelope,434.0,-33.15509051540457,107.30428106701365
OR,OR007@12_0.mat,envelope,435.0,-40.60286912971421,107.30428106701365
OR,OR007@12_0.mat,envelope,436.0,-33.417705904264075,107.30428106701365
OR,OR007@12_0.mat,envelope,437.0,-29.0747099502115,107.30428106701365
OR,OR007@12_0.mat,envelope,438.0,-33.22564231511516,107.30428106701365
OR,OR007@12_0.mat,envelope,439.0,-29.032629075324124,107.30428106701365
OR,OR007@12_0.mat,envelope,440.0,-27.357597044559476,107.30428106701365
