class,file,time_s,demeaned_amplitude_original_unit
OR,OR007@12_0.mat,0.3410416666666667,0.0031577806538461654
OR,OR007@12_0.mat,0.34125,-0.2019111424230769
OR,OR007@12_0.mat,0.3414583333333333,0.20113378065384616
OR,OR007@12_0.mat,0.3416666666666667,-0.16248283473076922
OR,OR007@12_0.mat,0.341875,0.045506703730769225
OR,OR007@12_0.mat,0.34208333333333335,-0.06297329626923077
OR,OR007@12_0.mat,0.34229166666666666,0.017135011423076905
OR,OR007@12_0.mat,0.3425,-0.006021296269230763
OR,OR007@12_0.mat,0.34270833333333334,-0.0124883731923077
OR,OR007@12_0.mat,0.34291666666666665,0.11330670373076926
OR,OR007@12_0.mat,0.343125,-0.08070560396153845
OR,OR007@12_0.mat,0.3433333333333333,0.053016857576923086
OR,OR007@12_0.mat,0.3435416666666667,-0.020624373192307706
OR,OR007@12_0.mat,0.34375,0.11122054988461538
OR,OR007@12_0.mat,0.3439583333333333,-0.10427914242307691
OR,OR007@12_0.mat,0.3441666666666667,0.02756578065384615
OR,OR007@12_0.mat,0.344375,0.13521131911538462
OR,OR007@12_0.mat,0.34458333333333335,-0.10824283473076922
OR,OR007@12_0.mat,0.34479166666666666,0.049679011423076895
OR,OR007@12_0.mat,0.345,0.053016857576923086
OR,OR007@12_0.mat,0.34520833333333334,-0.027925911653846162
OR,OR007@12_0.mat,0.34541666666666665,-0.09051052703846153
OR,OR007@12_0.mat,0.345625,-0.04294621934615384
OR,OR007@12_0.mat,0.3458333333333333,0.20572331911538458
OR,OR007@12_0.mat,0.3460416666666667,-0.419496988576923
OR,OR007@12_0.mat,0.34625,0.5169774729615384
OR,OR007@12_0.mat,0.3464583333333333,-0.23695852703846154
OR,OR007@12_0.mat,0.3466666666666667,-0.01227975780769231
OR,OR007@12_0.mat,0.346875,0.0717922421923077
OR,OR007@12_0.mat,0.34708333333333335,-0.001014527038461532
OR,OR007@12_0.mat,0.34729166666666667,0.07074916526923078
OR,OR007@12_0.mat,0.3475,-0.36233637319230766
OR,OR007@12_0.mat,0.34770833333333334,0.36385378065384616
OR,OR007@12_0.mat,0.34791666666666665,-0.1654034501153846
OR,OR007@12_0.mat,0.348125,-0.036479142423076934
OR,OR007@12_0.mat,0.34833333333333333,0.038622396038461536
OR,OR007@12_0.mat,0.3485416666666667,0.24682054988461538
OR,OR007@12_0.mat,0.34875,-0.4925123731923076
OR,OR007@12_0.mat,0.3489583333333333,0.5697571652692308
OR,OR007@12_0.mat,0.3491666666666667,-0.26616468088461537
OR,OR007@12_0.mat,0.349375,0.0644907037307692
OR,OR007@12_0.mat,0.34958333333333336,-0.07903668088461538
OR,OR007@12_0.mat,0.34979166666666667,0.2165713191153846
OR,OR007@12_0.mat,0.35,0.12790978065384617
OR,OR007@12_0.mat,0.35020833333333334,-0.2690852962692308
OR,OR007@12_0.mat,0.35041666666666665,0.31399470373076926
OR,OR007@12_0.mat,0.350625,-0.17499975780769228
OR,OR007@12_0.mat,0.35083333333333333,0.03236393449999999
OR,OR007@12_0.mat,0.35104166666666664,-0.16790683473076923
OR,OR007@12_0.mat,0.35125,0.27435778065384614
OR,OR007@12_0.mat,0.3514583333333333,-0.1873080655
OR,OR007@12_0.mat,0.3516666666666667,0.25182731911538464
OR,OR007@12_0.mat,0.351875,-0.19294068088461536
OR,OR007@12_0.mat,0.35208333333333336,0.22178670373076922
OR,OR007@12_0.mat,0.35229166666666667,-0.33208714242307685
OR,OR007@12_0.mat,0.3525,0.19779593449999996
OR,OR007@12_0.mat,0.35270833333333335,-0.10970314242307691
OR,OR007@12_0.mat,0.35291666666666666,0.03737070373076925
OR,OR007@12_0.mat,0.353125,-0.1977388347307692
OR,OR007@12_0.mat,0.35333333333333333,0.12227716526923077
OR,OR007@12_0.mat,0.35354166666666664,-0.04419791165384614
OR,OR007@12_0.mat,0.35375,-0.06735421934615383
OR,OR007@12_0.mat,0.3539583333333333,0.14313870373076923
OR,OR007@12_0.mat,0.3541666666666667,-0.006647142423076921
OR,OR007@12_0.mat,0.354375,0.12060824219230767
OR,OR007@12_0.mat,0.3545833333333333,-0.07903668088461538
OR,OR007@12_0.mat,0.35479166666666667,0.10391901142307694
OR,OR007@12_0.mat,0.355,-0.21630560396153845
OR,OR007@12_0.mat,0.35520833333333335,0.15982793450000002
OR,OR007@12_0.mat,0.35541666666666666,-0.04148591165384615
OR,OR007@12_0.mat,0.355625,0.04404639603846152
OR,OR007@12_0.mat,0.35583333333333333,0.0809713191153846
OR,OR007@12_0.mat,0.35604166666666665,-0.0047696039615384486
OR,OR007@12_0.mat,0.35625,0.10600516526923076
OR,OR007@12_0.mat,0.3564583333333333,-0.20378868088461538
OR,OR007@12_0.mat,0.3566666666666667,0.09307101142307692
OR,OR007@12_0.mat,0.356875,-0.17499975780769228
OR,OR007@12_0.mat,0.3570833333333333,-0.03460160396153846
OR,OR007@12_0.mat,0.3572916666666667,0.13229070373076926
OR,OR007@12_0.mat,0.3575,-0.09280529626923076
OR,OR007@12_0.mat,0.35770833333333335,0.1462679345
OR,OR007@12_0.mat,0.35791666666666666,-0.04586683473076924
OR,OR007@12_0.mat,0.358125,-0.33500775780769226
OR,OR007@12_0.mat,0.35833333333333334,0.06970608834615385
OR,OR007@12_0.mat,0.35854166666666665,0.16629501142307693
OR,OR007@12_0.mat,0.35875,-0.3204046808846154
OR,OR007@12_0.mat,0.3589583333333333,0.10350178065384616
OR,OR007@12_0.mat,0.3591666666666667,-0.05462868088461539
OR,OR007@12_0.mat,0.359375,0.2388931652692308
OR,OR007@12_0.mat,0.3595833333333333,-0.4701905270384615
OR,OR007@12_0.mat,0.3597916666666667,0.42205747296153845
OR,OR007@12_0.mat,0.36,-0.07695052703846153
OR,OR007@12_0.mat,0.36020833333333335,-0.07569883473076922
OR,OR007@12_0.mat,0.36041666666666666,0.1299959345
OR,OR007@12_0.mat,0.360625,-0.1491314501153846
OR,OR007@12_0.mat,0.36083333333333334,0.1786033191153846
OR,OR007@12_0.mat,0.36104166666666665,-0.30580160396153844
OR,OR007@12_0.mat,0.36125,0.3978580883461538
OR,OR007@12_0.mat,0.3614583333333333,-0.12701821934615384
OR,OR007@12_0.mat,0.3616666666666667,-0.0005972962692307789
OR,OR007@12_0.mat,0.361875,0.13062178065384614
OR,OR007@12_0.mat,0.3620833333333333,-0.21922621934615383
OR,OR007@12_0.mat,0.3622916666666667,0.09786916526923076
OR,OR007@12_0.mat,0.3625,-0.07048345011538461
OR,OR007@12_0.mat,0.36270833333333335,0.07137501142307692
OR,OR007@12_0.mat,0.36291666666666667,-0.018746834730769234
OR,OR007@12_0.mat,0.363125,-0.019789911653846158
OR,OR007@12_0.mat,0.36333333333333334,0.1383405498846154
OR,OR007@12_0.mat,0.36354166666666665,-0.17583421934615384
OR,OR007@12_0.mat,0.36375,0.07074916526923078
OR,OR007@12_0.mat,0.36395833333333333,-0.08696406549999999
OR,OR007@12_0.mat,0.3641666666666667,-0.0039351424230769285
OR,OR007@12_0.mat,0.364375,-0.09322252703846154
OR,OR007@12_0.mat,0.3645833333333333,0.20676639603846156
OR,OR007@12_0.mat,0.3647916666666667,-0.10281883473076922
OR,OR007@12_0.mat,0.365,-0.15559852703846153
OR,OR007@12_0.mat,0.36520833333333336,0.2875005498846153
OR,OR007@12_0.mat,0.36541666666666667,-0.37965145011538465
OR,OR007@12_0.mat,0.365625,0.36260208834615376
OR,OR007@12_0.mat,0.36583333333333334,-0.26220098857692303
OR,OR007@12_0.mat,0.36604166666666665,0.22408147296153844
OR,OR007@12_0.mat,0.36625,-0.028968988576923073
OR,OR007@12_0.mat,0.36645833333333333,-0.06297329626923077
OR,OR007@12_0.mat,0.36666666666666664,0.19800454988461538
OR,OR007@12_0.mat,0.366875,-0.22944837319230768
OR,OR007@12_0.mat,0.3670833333333333,0.06741131911538462
OR,OR007@12_0.mat,0.3672916666666667,0.4189282421923078
OR,OR007@12_0.mat,0.3675,-0.6600305270384615
OR,OR007@12_0.mat,0.36770833333333336,0.40912331911538463
OR,OR007@12_0.mat,0.36791666666666667,0.14439039603846152
OR,OR007@12_0.mat,0.368125,-0.32916652703846155
OR,OR007@12_0.mat,0.36833333333333335,0.22303839603846157
OR,OR007@12_0.mat,0.36854166666666666,-0.4553788347307693
OR,OR007@12_0.mat,0.36875,0.7983996268076923
OR,OR007@12_0.mat,0.36895833333333333,-0.7403474501153846
OR,OR007@12_0.mat,0.36916666666666664,0.6907540883461538
OR,OR007@12_0.mat,0.369375,-0.13744898857692306
OR,OR007@12_0.mat,0.3695833333333333,-0.001431757807692299
OR,OR007@12_0.mat,0.3697916666666667,0.06303039603846156
OR,OR007@12_0.mat,0.37,-0.10845145011538461
OR,OR007@12_0.mat,0.3702083333333333,-0.024170834730769218
OR,OR007@12_0.mat,0.37041666666666667,-0.19398375780769228
OR,OR007@12_0.mat,0.370625,0.2543307037307692
OR,OR007@12_0.mat,0.37083333333333335,-0.08529514242307691
OR,OR007@12_0.mat,0.37104166666666666,-0.1570588347307692
OR,OR007@12_0.mat,0.37125,0.01838670373076922
OR,OR007@12_0.mat,0.37145833333333333,0.05864947296153846
OR,OR007@12_0.mat,0.37166666666666665,-0.29307606550000004
OR,OR007@12_0.mat,0.371875,0.3557177806538461
OR,OR007@12_0.mat,0.3720833333333333,-0.17124468088461536
OR,OR007@12_0.mat,0.3722916666666667,0.1337510114230769
OR,OR007@12_0.mat,0.3725,0.031112242192307703
OR,OR007@12_0.mat,0.3727083333333333,0.02506239603846152
OR,OR007@12_0.mat,0.3729166666666667,-0.03522745011538462
OR,OR007@12_0.mat,0.373125,-0.23695852703846154
OR,OR007@12_0.mat,0.37333333333333335,0.15106608834615384
OR,OR007@12_0.mat,0.37354166666666666,-0.010402219346153851
OR,OR007@12_0.mat,0.37375,2.8549884615378454e-05
OR,OR007@12_0.mat,0.37395833333333334,0.10746547296153847
OR,OR007@12_0.mat,0.37416666666666665,-0.028968988576923073
OR,OR007@12_0.mat,0.374375,0.06136147296153845
OR,OR007@12_0.mat,0.3745833333333333,-0.12514068088461539
OR,OR007@12_0.mat,0.3747916666666667,0.14376454988461537
OR,OR007@12_0.mat,0.375,-0.039191142423076926
OR,OR007@12_0.mat,0.3752083333333333,-0.03126375780769231
OR,OR007@12_0.mat,0.3754166666666667,0.02568824219230769
OR,OR007@12_0.mat,0.375625,0.014631626807692305
OR,OR007@12_0.mat,0.37583333333333335,-0.0746557578076923
OR,OR007@12_0.mat,0.37604166666666666,-0.046075450115384615
OR,OR007@12_0.mat,0.37625,0.0809713191153846
OR,OR007@12_0.mat,0.37645833333333334,-0.009150527038461536
OR,OR007@12_0.mat,0.37666666666666665,-0.23216037319230767
OR,OR007@12_0.mat,0.376875,0.14376454988461537
OR,OR007@12_0.mat,0.3770833333333333,-0.05442006550000001
OR,OR007@12_0.mat,0.3772916666666667,-0.23090868088461536
OR,OR007@12_0.mat,0.3775,0.16858978065384614
OR,OR007@12_0.mat,0.3777083333333333,-0.16644652703846152
OR,OR007@12_0.mat,0.3779166666666667,0.32296516526923075
OR,OR007@12_0.mat,0.378125,-0.4019732962692308
OR,OR007@12_0.mat,0.37833333333333335,0.3423663960384615
OR,OR007@12_0.mat,0.37854166666666667,-0.07361268088461537
OR,OR007@12_0.mat,0.37875,-0.2603234501153846
OR,OR007@12_0.mat,0.37895833333333334,0.1763085498846154
OR,OR007@12_0.mat,0.37916666666666665,-0.19836468088461537
OR,OR007@12_0.mat,0.379375,0.16712947296153843
OR,OR007@12_0.mat,0.37958333333333333,-0.20045083473076922
OR,OR007@12_0.mat,0.3797916666666667,0.3540488575769231
OR,OR007@12_0.mat,0.38,-0.04753575780769231
OR,OR007@12_0.mat,0.3802083333333333,-0.11637883473076922
OR,OR007@12_0.mat,0.3804166666666667,0.10558793449999998
OR,OR007@12_0.mat,0.380625,0.041334396038461556
OR,OR007@12_0.mat,0.38083333333333336,0.09015039603846153
OR,OR007@12_0.mat,0.38104166666666667,-0.1950268347307692
OR,OR007@12_0.mat,0.38125,0.19842178065384616
OR,OR007@12_0.mat,0.38145833333333334,-0.040234219346153836
OR,OR007@12_0.mat,0.38166666666666665,-0.1399523731923077
OR,OR007@12_0.mat,0.381875,0.13166485757692312
OR,OR007@12_0.mat,0.38208333333333333,-0.11867360396153845
OR,OR007@12_0.mat,0.38229166666666664,0.10078978065384617
OR,OR007@12_0.mat,0.3825,-0.1543468347307692
OR,OR007@12_0.mat,0.3827083333333333,0.11935654988461539
OR,OR007@12_0.mat,0.3829166666666667,-0.1439160655
OR,OR007@12_0.mat,0.383125,-0.03460160396153846
OR,OR007@12_0.mat,0.38333333333333336,0.1504402421923077
OR,OR007@12_0.mat,0.38354166666666667,-0.28139360396153845
OR,OR007@12_0.mat,0.38375,0.12978731911538463
OR,OR007@12_0.mat,0.38395833333333335,-0.18355298857692307
OR,OR007@12_0.mat,0.38416666666666666,0.20968701142307697
OR,OR007@12_0.mat,0.384375,-0.16707237319230767
OR,OR007@12_0.mat,0.38458333333333333,-0.02938621934615384
OR,OR007@12_0.mat,0.38479166666666664,0.24223101142307696
OR,OR007@12_0.mat,0.385,0.006495626807692301
OR,OR007@12_0.mat,0.3852083333333333,-0.0137400655
OR,OR007@12_0.mat,0.3854166666666667,-0.006229911653846154
OR,OR007@12_0.mat,0.385625,-0.009567757807692303
OR,OR007@12_0.mat,0.3858333333333333,-0.14746252703846152
OR,OR007@12_0.mat,0.38604166666666667,0.4900660883461538
OR,OR007@12_0.mat,0.38625,-0.4226262193461538
OR,OR007@12_0.mat,0.38645833333333335,0.22533316526923078
OR,OR007@12_0.mat,0.38666666666666666,-0.2861917578076923
OR,OR007@12_0.mat,0.386875,0.23013131911538462
OR,OR007@12_0.mat,0.38708333333333333,-0.22840529626923076
OR,OR007@12_0.mat,0.38729166666666665,0.11810485757692307
OR,OR007@12_0.mat,0.3875,0.2532876268076923
OR,OR007@12_0.mat,0.3877083333333333,-0.14725391165384613
OR,OR007@12_0.mat,0.3879166666666667,0.16775531911538463
OR,OR007@12_0.mat,0.388125,-0.02959483473076923
OR,OR007@12_0.mat,0.3883333333333333,-0.12576652703846153
OR,OR007@12_0.mat,0.3885416666666667,-0.24509452703846152
OR,OR007@12_0.mat,0.38875,0.1961270114230769
OR,OR007@12_0.mat,0.38895833333333335,-0.1858477578076923
OR,OR007@12_0.mat,0.38916666666666666,0.19842178065384616
OR,OR007@12_0.mat,0.389375,-0.08633821934615384
OR,OR007@12_0.mat,0.38958333333333334,0.12039962680769228
OR,OR007@12_0.mat,0.38979166666666665,-0.21860037319230768
OR,OR007@12_0.mat,0.39,-0.004560988576923086
OR,OR007@12_0.mat,0.3902083333333333,-0.06818868088461538
OR,OR007@12_0.mat,0.3904166666666667,-0.17541698857692306
OR,OR007@12_0.mat,0.390625,0.06678547296153844
OR,OR007@12_0.mat,0.3908333333333333,0.14689378065384615
OR,OR007@12_0.mat,0.3910416666666667,-0.09238806549999999
OR,OR007@12_0.mat,0.39125,0.20718362680769234
OR,OR007@12_0.mat,0.39145833333333335,-0.17604283473076923
OR,OR007@12_0.mat,0.39166666666666666,0.1994648575769231
OR,OR007@12_0.mat,0.391875,-0.19460960396153845
OR,OR007@12_0.mat,0.39208333333333334,0.1231116268076923
OR,OR007@12_0.mat,0.39229166666666665,0.05134793449999999
OR,OR007@12_0.mat,0.3925,-0.19377514242307692
OR,OR007@12_0.mat,0.3927083333333333,0.21302485757692305
OR,OR007@12_0.mat,0.3929166666666667,-0.33730252703846153
OR,OR007@12_0.mat,0.393125,0.3398630114230769
OR,OR007@12_0.mat,0.3933333333333333,-0.17458252703846153
OR,OR007@12_0.mat,0.3935416666666667,0.055103011423076935
OR,OR007@12_0.mat,0.39375,0.021724549884615384
OR,OR007@12_0.mat,0.39395833333333335,0.0801368575769231
OR,OR007@12_0.mat,0.39416666666666667,-0.12055114242307692
OR,OR007@12_0.mat,0.394375,0.16504331911538458
OR,OR007@12_0.mat,0.39458333333333334,-0.02855175780769232
OR,OR007@12_0.mat,0.39479166666666665,0.0163005498846154
OR,OR007@12_0.mat,0.395,0.15440393450000003
OR,OR007@12_0.mat,0.39520833333333333,-0.18230129626923075
OR,OR007@12_0.mat,0.3954166666666667,-0.12180283473076922
OR,OR007@12_0.mat,0.395625,0.19654424219230773
OR,OR007@12_0.mat,0.3958333333333333,-0.21359360396153845
OR,OR007@12_0.mat,0.3960416666666667,0.24661193450000002
OR,OR007@12_0.mat,0.39625,-0.3039240655
OR,OR007@12_0.mat,0.39645833333333336,0.5795620883461537
OR,OR007@12_0.mat,0.39666666666666667,-0.45558745011538454
OR,OR007@12_0.mat,0.396875,0.13354239603846155
OR,OR007@12_0.mat,0.39708333333333334,0.26851654988461543
OR,OR007@12_0.mat,0.39729166666666665,-0.4499548347307692
OR,OR007@12_0.mat,0.3975,0.30523285757692314
OR,OR007@12_0.mat,0.39770833333333333,-0.2728403731923077
OR,OR007@12_0.mat,0.39791666666666664,0.2847885498846154
OR,OR007@12_0.mat,0.398125,-0.11199791165384615
OR,OR007@12_0.mat,0.3983333333333333,0.03278116526923077
OR,OR007@12_0.mat,0.3985416666666667,0.03549316526923076
OR,OR007@12_0.mat,0.39875,-0.15351237319230768
OR,OR007@12_0.mat,0.39895833333333336,0.10892578065384614
OR,OR007@12_0.mat,0.39916666666666667,0.017552242192307686
OR,OR007@12_0.mat,0.399375,-0.06443360396153845
OR,OR007@12_0.mat,0.39958333333333335,0.1786033191153846
OR,OR007@12_0.mat,0.39979166666666666,-0.048370219346153855
OR,OR007@12_0.mat,0.4,0.05155654988461538
OR,OR007@12_0.mat,0.40020833333333333,-0.010819450115384618
OR,OR007@12_0.mat,0.40041666666666664,0.029443319115384607
OR,OR007@12_0.mat,0.400625,-0.01582621934615385
OR,OR007@12_0.mat,0.4008333333333333,0.008999011423076903
OR,OR007@12_0.mat,0.4010416666666667,0.1274925498846154
OR,OR007@12_0.mat,0.40125,-0.12722683473076923
OR,OR007@12_0.mat,0.4014583333333333,-0.005186834730769229
OR,OR007@12_0.mat,0.40166666666666667,0.1587848575769231
OR,OR007@12_0.mat,0.401875,-0.3542003731923077
OR,OR007@12_0.mat,0.40208333333333335,0.13667162680769232
OR,OR007@12_0.mat,0.40229166666666666,0.12248578065384616
OR,OR007@12_0.mat,0.4025,-0.040025603961538474
OR,OR007@12_0.mat,0.40270833333333333,0.06928885757692307
OR,OR007@12_0.mat,0.40291666666666665,0.0014888575769230836
OR,OR007@12_0.mat,0.403125,0.08159716526923075
OR,OR007@12_0.mat,0.4033333333333333,-0.21651421934615384
OR,OR007@12_0.mat,0.4035416666666667,0.11309808834615384
OR,OR007@12_0.mat,0.40375,-0.11721329626923076
OR,OR007@12_0.mat,0.4039583333333333,-0.006647142423076921
OR,OR007@12_0.mat,0.4041666666666667,-0.051499450115384614
OR,OR007@12_0.mat,0.404375,0.17005008834615384
OR,OR007@12_0.mat,0.40458333333333335,-0.24446868088461537
OR,OR007@12_0.mat,0.40479166666666666,-0.32979237319230764
OR,OR007@12_0.mat,0.405,0.39410301142307697
OR,OR007@12_0.mat,0.40520833333333334,-0.2872348347307692
OR,OR007@12_0.mat,0.40541666666666665,0.2597547037307693
OR,OR007@12_0.mat,0.405625,-0.13181637319230768
OR,OR007@12_0.mat,0.4058333333333333,0.32484270373076923
OR,OR007@12_0.mat,0.4060416666666667,-0.15267791165384614
OR,OR007@12_0.mat,0.40625,-0.07027483473076923
OR,OR007@12_0.mat,0.4064583333333333,0.12540639603846154
OR,OR007@12_0.mat,0.4066666666666667,-0.09885514242307691
OR,OR007@12_0.mat,0.406875,-0.06881452703846154
OR,OR007@12_0.mat,0.40708333333333335,0.12123408834615385
OR,OR007@12_0.mat,0.40729166666666666,-0.0024748347307692233
OR,OR007@12_0.mat,0.4075,0.026522703730769225
OR,OR007@12_0.mat,0.40770833333333334,-0.09322252703846154
OR,OR007@12_0.mat,0.40791666666666665,0.1379233191153846
OR,OR007@12_0.mat,0.408125,-0.15810191165384613
OR,OR007@12_0.mat,0.4083333333333333,-0.0005972962692307789
OR,OR007@12_0.mat,0.4085416666666667,0.0786765498846154
OR,OR007@12_0.mat,0.40875,-0.0802883731923077
OR,OR007@12_0.mat,0.4089583333333333,-0.049413296269230765
OR,OR007@12_0.mat,0.4091666666666667,-0.0800797578076923
OR,OR007@12_0.mat,0.409375,0.09119347296153846
OR,OR007@12_0.mat,0.40958333333333335,0.007538703730769225
OR,OR007@12_0.mat,0.40979166666666667,-0.027091450115384615
OR,OR007@12_0.mat,0.41,0.007747319115384616
OR,OR007@12_0.mat,0.41020833333333334,-0.019581296269230768
OR,OR007@12_0.mat,0.41041666666666665,-0.15685021934615384
OR,OR007@12_0.mat,0.410625,0.14000947296153846
OR,OR007@12_0.mat,0.41083333333333333,-0.0706920655
OR,OR007@12_0.mat,0.4110416666666667,-0.0477443731923077
OR,OR007@12_0.mat,0.41125,0.27915593450000004
OR,OR007@12_0.mat,0.4114583333333333,-0.14579360396153845
OR,OR007@12_0.mat,0.4116666666666667,0.1854876268076923
OR,OR007@12_0.mat,0.411875,-0.23612406549999998
OR,OR007@12_0.mat,0.41208333333333336,0.22011778065384616
OR,OR007@12_0.mat,0.41229166666666667,-0.21359360396153845
OR,OR007@12_0.mat,0.4125,-0.026674219346153848
OR,OR007@12_0.mat,0.41270833333333334,0.2810334729615384
OR,OR007@12_0.mat,0.41291666666666665,-0.1424557578076923
OR,OR007@12_0.mat,0.413125,0.19696147296153846
OR,OR007@12_0.mat,0.41333333333333333,-0.11700468088461538
OR,OR007@12_0.mat,0.41354166666666664,0.5664193191153845
OR,OR007@12_0.mat,0.41375,-0.8920108347307693
OR,OR007@12_0.mat,0.4139583333333333,0.6913799345
OR,OR007@12_0.mat,0.4141666666666667,-0.20358006549999996
OR,OR007@12_0.mat,0.414375,-0.1439160655
OR,OR007@12_0.mat,0.41458333333333336,-0.0031006808846153807
OR,OR007@12_0.mat,0.41479166666666667,0.1504402421923077
OR,OR007@12_0.mat,0.415,0.2115645498846154
OR,OR007@12_0.mat,0.41520833333333335,-0.5377819116538461
OR,OR007@12_0.mat,0.41541666666666666,0.6801147037307692
OR,OR007@12_0.mat,0.415625,-0.2427997578076923
OR,OR007@12_0.mat,0.41583333333333333,-0.14954868088461537
OR,OR007@12_0.mat,0.41604166666666664,0.045923934500000006
OR,OR007@12_0.mat,0.41625,0.028817472961538464
OR,OR007@12_0.mat,0.4164583333333333,-0.2634526808846154
OR,OR007@12_0.mat,0.4166666666666667,0.21615408834615388
OR,OR007@12_0.mat,0.416875,0.054685780653846154
OR,OR007@12_0.mat,0.4170833333333333,0.0646993191153846
OR,OR007@12_0.mat,0.41729166666666667,-0.26240960396153845
OR,OR007@12_0.mat,0.4175,0.2226211652692308
OR,OR007@12_0.mat,0.41770833333333335,-0.14704529626923077
OR,OR007@12_0.mat,0.41791666666666666,-0.06881452703846154
OR,OR007@12_0.mat,0.418125,-0.02083298857692307
OR,OR007@12_0.mat,0.41833333333333333,0.2184488575769231
OR,OR007@12_0.mat,0.41854166666666665,-0.025213911653846156
OR,OR007@12_0.mat,0.41875,-0.04857883473076923
OR,OR007@12_0.mat,0.4189583333333333,0.12102547296153846
OR,OR007@12_0.mat,0.4191666666666667,-0.25969760396153846
OR,OR007@12_0.mat,0.419375,0.03048639603846153
OR,OR007@12_0.mat,0.4195833333333333,-0.12180283473076922
OR,OR007@12_0.mat,0.4197916666666667,0.13541993449999998
OR,OR007@12_0.mat,0.42,-0.3564951424230769
OR,OR007@12_0.mat,0.42020833333333335,0.4427103960384616
OR,OR007@12_0.mat,0.42041666666666666,-0.23925329626923075
OR,OR007@12_0.mat,0.420625,0.07304393449999999
OR,OR007@12_0.mat,0.42083333333333334,0.2053060883461538
OR,OR007@12_0.mat,0.42104166666666665,-0.28118498857692303
OR,OR007@12_0.mat,0.42125,0.2585030114230769
OR,OR007@12_0.mat,0.4214583333333333,-0.24071360396153846
OR,OR007@12_0.mat,0.4216666666666667,0.03048639603846153
OR,OR007@12_0.mat,0.421875,0.0014888575769230836
OR,OR007@12_0.mat,0.4220833333333333,-0.06672837319230769
OR,OR007@12_0.mat,0.4222916666666667,0.20989562680769228
OR,OR007@12_0.mat,0.4225,-0.19064591165384615
OR,OR007@12_0.mat,0.42270833333333335,0.10037254988461539
OR,OR007@12_0.mat,0.42291666666666666,0.13479408834615383
OR,OR007@12_0.mat,0.423125,-0.052751142423076915
OR,OR007@12_0.mat,0.42333333333333334,-0.2357068347307692
OR,OR007@12_0.mat,0.42354166666666665,0.3822119345000001
OR,OR007@12_0.mat,0.42375,-0.4564219116538461
OR,OR007@12_0.mat,0.4239583333333333,0.32776331911538464
OR,OR007@12_0.mat,0.4241666666666667,-0.2542736039615385
OR,OR007@12_0.mat,0.424375,0.39013931911538463
OR,OR007@12_0.mat,0.4245833333333333,-0.2732576039615385
OR,OR007@12_0.mat,0.4247916666666667,0.00858178065384615
OR,OR007@12_0.mat,0.425,0.2520359345
OR,OR007@12_0.mat,0.42520833333333335,-0.3224908347307692
OR,OR007@12_0.mat,0.42541666666666667,0.2278365498846154
OR,OR007@12_0.mat,0.425625,-0.29307606550000004
OR,OR007@12_0.mat,0.42583333333333334,0.2443171652692307
OR,OR007@12_0.mat,0.42604166666666665,-0.3252028347307692
OR,OR007@12_0.mat,0.42625,0.11372393449999998
OR,OR007@12_0.mat,0.42645833333333333,-0.005186834730769229
OR,OR007@12_0.mat,0.4266666666666667,-0.16498621934615382
OR,OR007@12_0.mat,0.426875,0.16817254988461536
OR,OR007@12_0.mat,0.4270833333333333,0.014214396038461525
OR,OR007@12_0.mat,0.4272916666666667,-0.009150527038461536
OR,OR007@12_0.mat,0.4275,0.019429780653846145
OR,OR007@12_0.mat,0.42770833333333336,-0.07674191165384614
OR,OR007@12_0.mat,0.42791666666666667,0.3108654729615385
OR,OR007@12_0.mat,0.428125,-0.2726317578076923
OR,OR007@12_0.mat,0.42833333333333334,0.25182731911538464
OR,OR007@12_0.mat,0.42854166666666665,-0.1044877578076923
OR,OR007@12_0.mat,0.42875,-0.012071142423076933
OR,OR007@12_0.mat,0.42895833333333333,-0.10907729626923077
OR,OR007@12_0.mat,0.42916666666666664,0.17338793449999998
OR,OR007@12_0.mat,0.429375,-0.0074816039615384685
OR,OR007@12_0.mat,0.4295833333333333,-0.16790683473076923
OR,OR007@12_0.mat,0.4297916666666667,0.40474239603846157
OR,OR007@12_0.mat,0.43,-0.4084403731923077
OR,OR007@12_0.mat,0.43020833333333336,0.4151731652692308
OR,OR007@12_0.mat,0.43041666666666667,-0.3337560655
OR,OR007@12_0.mat,0.430625,0.16337439603846157
OR,OR007@12_0.mat,0.43083333333333335,-0.17562560396153845
OR,OR007@12_0.mat,0.43104166666666666,0.07012331911538464
OR,OR007@12_0.mat,0.43125,0.04947039603846156
OR,OR007@12_0.mat,0.43145833333333333,-0.02354498857692309
OR,OR007@12_0.mat,0.43166666666666664,0.05844085757692307
OR,OR007@12_0.mat,0.431875,-0.20086806549999997
OR,OR007@12_0.mat,0.4320833333333333,-0.16644652703846152
OR,OR007@12_0.mat,0.4322916666666667,0.5687140883461538
OR,OR007@12_0.mat,0.4325,-0.38257206549999995
OR,OR007@12_0.mat,0.4327083333333333,-0.49459852703846147
OR,OR007@12_0.mat,0.43291666666666667,0.9473510114230769
OR,OR007@12_0.mat,0.433125,-0.9892256039615385
OR,OR007@12_0.mat,0.43333333333333335,0.7320599345
OR,OR007@12_0.mat,0.43354166666666666,-0.9737880655
OR,OR007@12_0.mat,0.43375,1.1770365498846151
OR,OR007@12_0.mat,0.43395833333333333,-0.9134982193461538
OR,OR007@12_0.mat,0.43416666666666665,0.33423039603846155
OR,OR007@12_0.mat,0.434375,0.3304753191153846
