sample_id,stage,frequency_hz,psd
IR_typical_IR007_2,primary_processed,1350.5859375,1.6841108148387894e-07
IR_typical_IR007_2,primary_processed,1353.515625,2.543033069924045e-06
IR_typical_IR007_2,primary_processed,1356.4453125,7.54787376446692e-06
IR_typical_IR007_2,primary_processed,1359.375,1.7913699801592499e-06
IR_typical_IR007_2,primary_processed,1362.3046875,3.9168535643078584e-07
IR_typical_IR007_2,primary_processed,1365.234375,3.3076415810740783e-07
IR_typical_IR007_2,primary_processed,1368.1640625,1.9490905970423382e-07
IR_typical_IR007_2,primary_processed,1371.09375,2.7458586929462e-07
IR_typical_IR007_2,primary_processed,1374.0234375,7.041229253443089e-07
IR_typical_IR007_2,primary_processed,1376.953125,1.3580655094241298e-06
IR_typical_IR007_2,primary_processed,1379.8828125,8.434936995272472e-07
IR_typical_IR007_2,primary_processed,1382.8125,3.847759151608212e-06
IR_typical_IR007_2,primary_processed,1385.7421875,2.09360055382022e-06
IR_typical_IR007_2,primary_processed,1388.671875,2.2090773964078767e-07
IR_typical_IR007_2,primary_processed,1391.6015625,2.504320830920342e-07
IR_typical_IR007_2,primary_processed,1394.53125,8.553708235908459e-07
IR_typical_IR007_2,primary_processed,1397.4609375,3.7855319178894713e-07
IR_typical_IR007_2,primary_processed,1400.390625,4.299914346640412e-07
IR_typical_IR007_2,primary_processed,1403.3203125,4.491122747664385e-06
IR_typical_IR007_2,primary_processed,1406.25,1.433918391676908e-05
IR_typical_IR007_2,primary_processed,1409.1796875,5.781627990996589e-06
IR_typical_IR007_2,primary_processed,1412.109375,2.0519560786984132e-05
IR_typical_IR007_2,primary_processed,1415.0390625,9.42602219717056e-06
IR_typical_IR007_2,primary_processed,1417.96875,1.9671020152917654e-07
IR_typical_IR007_2,primary_processed,1420.8984375,1.9855530581118515e-07
IR_typical_IR007_2,primary_processed,1423.828125,4.807159646164559e-07
IR_typical_IR007_2,primary_processed,1426.7578125,2.881534809790345e-07
IR_typical_IR007_2,primary_processed,1429.6875,1.1719199136220757e-06
IR_typical_IR007_2,primary_processed,1432.6171875,1.08153397926262e-06
IR_typical_IR007_2,primary_processed,1435.546875,5.284752021623083e-07
IR_typical_IR007_2,primary_processed,1438.4765625,1.3925027332297537e-06
IR_typical_IR007_2,primary_processed,1441.40625,9.111194117460409e-06
IR_typical_IR007_2,primary_processed,1444.3359375,4.0641286013781465e-06
IR_typical_IR007_2,primary_processed,1447.265625,2.4818167721812823e-07
IR_typical_IR007_2,primary_processed,1450.1953125,3.96012913006744e-07
IR_typical_IR007_2,primary_processed,1453.125,5.900525346953138e-07
IR_typical_IR007_2,primary_processed,1456.0546875,2.968575888912728e-07
IR_typical_IR007_2,primary_processed,1458.984375,4.392990685410604e-07
IR_typical_IR007_2,primary_processed,1461.9140625,5.044672865382961e-07
IR_typical_IR007_2,primary_processed,1464.84375,7.598018955802116e-07
IR_typical_IR007_2,primary_processed,1467.7734375,7.585562272851038e-07
IR_typical_IR007_2,primary_processed,1470.703125,1.778244888041037e-06
IR_typical_IR007_2,primary_processed,1473.6328125,6.789477964193802e-07
IR_typical_IR007_2,primary_processed,1476.5625,7.867875736093985e-08
IR_typical_IR007_2,primary_processed,1479.4921875,4.676622144551846e-08
IR_typical_IR007_2,primary_processed,1482.421875,9.00780103647544e-08
IR_typical_IR007_2,primary_processed,1485.3515625,1.5336525612820074e-07
IR_typical_IR007_2,primary_processed,1488.28125,6.722040419761482e-08
IR_typical_IR007_2,primary_processed,1491.2109375,8.03633079112028e-08
IR_typical_IR007_2,primary_processed,1494.140625,7.440507775492057e-08
IR_typical_IR007_2,primary_processed,1497.0703125,3.7407896258159555e-07
IR_typical_IR007_2,primary_processed,1500.0,1.2984320961903625e-06
IR_typical_IR007_2,primary_processed,1502.9296875,5.782407267501771e-07
IR_typical_IR007_2,primary_processed,1505.859375,9.378922934066682e-08
IR_typical_IR007_2,primary_processed,1508.7890625,1.0911901140741587e-07
IR_typical_IR007_2,primary_processed,1511.71875,1.1913513942034873e-07
IR_typical_IR007_2,primary_processed,1514.6484375,1.164142794192274e-07
IR_typical_IR007_2,primary_processed,1517.578125,1.3260431836740817e-07
IR_typical_IR007_2,primary_processed,1520.5078125,1.7531347915804223e-07
IR_typical_IR007_2,primary_processed,1523.4375,2.506303564724589e-07
IR_typical_IR007_2,primary_processed,1526.3671875,1.1436628775875784e-06
IR_typical_IR007_2,primary_processed,1529.296875,1.0360197239090734e-06
IR_typical_IR007_2,primary_processed,1532.2265625,2.0695700150199198e-07
IR_typical_IR007_2,primary_processed,1535.15625,1.3204965636879642e-07
IR_typical_IR007_2,primary_processed,1538.0859375,3.610621549555912e-07
IR_typical_IR007_2,primary_processed,1541.015625,2.2146324969637213e-07
IR_typical_IR007_2,primary_processed,1543.9453125,1.4547828202394667e-07
IR_typical_IR007_2,primary_processed,1546.875,1.6565551190448882e-07
IR_typical_IR007_2,primary_processed,1549.8046875,1.691809684678505e-07
IR_typical_IR007_2,primary_processed,1552.734375,5.335486735427815e-07
IR_typical_IR007_2,primary_processed,1555.6640625,8.82414245197411e-06
IR_typical_IR007_2,primary_processed,1558.59375,7.408302436365321e-06
IR_typical_IR007_2,primary_processed,1561.5234375,3.107131281082121e-07
IR_typical_IR007_2,primary_processed,1564.453125,1.8288849284740228e-07
IR_typical_IR007_2,primary_processed,1567.3828125,8.551914366612876e-07
IR_typical_IR007_2,primary_processed,1570.3125,4.89582965566055e-07
IR_typical_IR007_2,primary_processed,1573.2421875,6.423684927068056e-07
IR_typical_IR007_2,primary_processed,1576.171875,8.278069433299945e-07
IR_typical_IR007_2,primary_processed,1579.1015625,2.549153560003094e-07
IR_typical_IR007_2,primary_processed,1582.03125,9.365317998101245e-07
IR_typical_IR007_2,primary_processed,1584.9609375,1.499566444945919e-05
IR_typical_IR007_2,primary_processed,1587.890625,1.1786530708176771e-05
IR_typical_IR007_2,primary_processed,1590.8203125,4.21308580662215e-07
IR_typical_IR007_2,primary_processed,1593.75,2.4391414784040224e-07
IR_typical_IR007_2,primary_processed,1596.6796875,3.747850252668153e-07
IR_typical_IR007_2,primary_processed,1599.609375,3.304359546222387e-07
IR_typical_IR007_2,primary_processed,1602.5390625,1.9664406837116286e-06
IR_typical_IR007_2,primary_processed,1605.46875,2.1709289303294865e-06
IR_typical_IR007_2,primary_processed,1608.3984375,2.7316885540717735e-07
IR_typical_IR007_2,primary_processed,1611.328125,1.3995799799026117e-06
IR_typical_IR007_2,primary_processed,1614.2578125,1.160146152024996e-05
IR_typical_IR007_2,primary_processed,1617.1875,8.107993088203083e-06
IR_typical_IR007_2,primary_processed,1620.1171875,5.401429669393401e-07
IR_typical_IR007_2,primary_processed,1623.046875,6.446992478026183e-07
IR_typical_IR007_2,primary_processed,1625.9765625,2.4844918369498945e-07
IR_typical_IR007_2,primary_processed,1628.90625,3.603922803678315e-07
IR_typical_IR007_2,primary_processed,1631.8359375,7.02453608690679e-07
IR_typical_IR007_2,primary_processed,1634.765625,6.99826928397863e-07
IR_typical_IR007_2,primary_processed,1637.6953125,1.573014251407669e-07
IR_typical_IR007_2,primary_processed,1640.625,2.044026508569504e-07
IR_typical_IR007_2,primary_processed,1643.5546875,5.932955611688546e-07
IR_typical_IR007_2,primary_processed,1646.484375,5.181890894109982e-07
IR_typical_IR007_2,primary_processed,1649.4140625,2.1308417042938063e-07
IR_typical_IR007_2,primary_processed,1652.34375,8.008622935873263e-08
IR_typical_IR007_2,primary_processed,1655.2734375,3.947325190576233e-08
IR_typical_IR007_2,primary_processed,1658.203125,6.65390215001914e-08
IR_typical_IR007_2,primary_processed,1661.1328125,7.54151209260432e-08
IR_typical_IR007_2,primary_processed,1664.0625,6.466230057218716e-08
IR_typical_IR007_2,primary_processed,1666.9921875,1.2074022054403697e-07
IR_typical_IR007_2,primary_processed,1669.921875,1.1491791459366317e-07
IR_typical_IR007_2,primary_processed,1672.8515625,7.966422572011982e-08
IR_typical_IR007_2,primary_processed,1675.78125,8.710881148402482e-08
IR_typical_IR007_2,primary_processed,1678.7109375,1.2841616580826223e-07
IR_typical_IR007_2,primary_processed,1681.640625,8.431468772854577e-08
IR_typical_IR007_2,primary_processed,1684.5703125,6.21089956723887e-08
IR_typical_IR007_2,primary_processed,1687.5,6.780292569356684e-08
IR_typical_IR007_2,primary_processed,1690.4296875,9.194876376987297e-08
IR_typical_IR007_2,primary_processed,1693.359375,1.1018065356527559e-07
IR_typical_IR007_2,primary_processed,1696.2890625,1.1461061300969795e-07
IR_typical_IR007_2,primary_processed,1699.21875,8.837152316867184e-07
IR_typical_IR007_2,primary_processed,1702.1484375,1.3109183408375147e-06
IR_typical_IR007_2,primary_processed,1705.078125,2.2644117070808555e-07
IR_typical_IR007_2,primary_processed,1708.0078125,1.6729889709310202e-07
IR_typical_IR007_2,primary_processed,1710.9375,1.1632001054366641e-06
IR_typical_IR007_2,primary_processed,1713.8671875,1.1140478022635433e-06
IR_typical_IR007_2,primary_processed,1716.796875,2.1892084933882555e-07
IR_typical_IR007_2,primary_processed,1719.7265625,3.3235642150628925e-07
IR_typical_IR007_2,primary_processed,1722.65625,1.2144463254358972e-07
IR_typical_IR007_2,primary_processed,1725.5859375,4.3783844346314314e-07
IR_typical_IR007_2,primary_processed,1728.515625,1.9695025675848424e-05
IR_typical_IR007_2,primary_processed,1731.4453125,2.781387216179414e-05
IR_typical_IR007_2,primary_processed,1734.375,2.1232743351730364e-06
IR_typical_IR007_2,primary_processed,1737.3046875,4.099337389456544e-07
IR_typical_IR007_2,primary_processed,1740.234375,3.488759981737665e-07
IR_typical_IR007_2,primary_processed,1743.1640625,2.677968391866089e-07
IR_typical_IR007_2,primary_processed,1746.09375,2.083656973207415e-06
IR_typical_IR007_2,primary_processed,1749.0234375,4.518057927723667e-06
IR_typical_IR007_2,primary_processed,1751.953125,8.656063765321354e-07
IR_typical_IR007_2,primary_processed,1754.8828125,2.55981815528707e-07
IR_typical_IR007_2,primary_processed,1757.8125,3.5322174445357145e-06
IR_typical_IR007_2,primary_processed,1760.7421875,4.632451358095438e-06
IR_typical_IR007_2,primary_processed,1763.671875,8.987084304739023e-07
IR_typical_IR007_2,primary_processed,1766.6015625,1.422581525250535e-06
IR_typical_IR007_2,primary_processed,1769.53125,4.0224475338213443e-07
IR_typical_IR007_2,primary_processed,1772.4609375,3.645142204521413e-07
IR_typical_IR007_2,primary_processed,1775.390625,1.3015788783530298e-06
IR_typical_IR007_2,primary_processed,1778.3203125,2.3592999262087732e-06
IR_typical_IR007_2,primary_processed,1781.25,1.8935677246861903e-06
IR_typical_IR007_2,primary_processed,1784.1796875,3.1835889387220136e-06
IR_typical_IR007_2,primary_processed,1787.109375,2.5407505440398902e-06
IR_typical_IR007_2,primary_processed,1790.0390625,1.389637586488675e-06
IR_typical_IR007_2,primary_processed,1792.96875,1.020802657604324e-06
IR_typical_IR007_2,primary_processed,1795.8984375,8.005105792831393e-07
IR_typical_IR007_2,primary_processed,1798.828125,1.3113405160612916e-06
IR_typical_IR007_2,primary_processed,1801.7578125,2.9624218311021165e-06
IR_typical_IR007_2,primary_processed,1804.6875,1.5778489928559058e-06
IR_typical_IR007_2,primary_processed,1807.6171875,7.848483578341448e-07
IR_typical_IR007_2,primary_processed,1810.546875,6.715595934592809e-07
IR_typical_IR007_2,primary_processed,1813.4765625,6.887018622312516e-07
IR_typical_IR007_2,primary_processed,1816.40625,1.839274405335034e-06
IR_typical_IR007_2,primary_processed,1819.3359375,2.5003694542634804e-06
IR_typical_IR007_2,primary_processed,1822.265625,1.5225134080840811e-06
IR_typical_IR007_2,primary_processed,1825.1953125,3.646467874305886e-07
IR_typical_IR007_2,primary_processed,1828.125,5.152923539255395e-07
IR_typical_IR007_2,primary_processed,1831.0546875,2.446423303712997e-07
IR_typical_IR007_2,primary_processed,1833.984375,2.3547591101989347e-07
IR_typical_IR007_2,primary_processed,1836.9140625,5.977115794630292e-07
IR_typical_IR007_2,primary_processed,1839.84375,6.256249684482274e-07
IR_typical_IR007_2,primary_processed,1842.7734375,2.6762055206622193e-06
IR_typical_IR007_2,primary_processed,1845.703125,6.854394543854193e-06
IR_typical_IR007_2,primary_processed,1848.6328125,1.3419510588144962e-06
IR_typical_IR007_2,primary_processed,1851.5625,1.8878492704316083e-07
IR_typical_IR007_2,primary_processed,1854.4921875,1.407637260287976e-06
IR_typical_IR007_2,primary_processed,1857.421875,2.352886277403448e-06
IR_typical_IR007_2,primary_processed,1860.3515625,4.114842702578789e-07
IR_typical_IR007_2,primary_processed,1863.28125,6.521247203397974e-07
IR_typical_IR007_2,primary_processed,1866.2109375,4.0946287985055224e-07
IR_typical_IR007_2,primary_processed,1869.140625,2.715528861622777e-07
IR_typical_IR007_2,primary_processed,1872.0703125,7.758433667476715e-06
IR_typical_IR007_2,primary_processed,1875.0,1.9699396174278583e-05
IR_typical_IR007_2,primary_processed,1877.9296875,3.120318233893325e-06
IR_typical_IR007_2,primary_processed,1880.859375,2.965738417506106e-07
IR_typical_IR007_2,primary_processed,1883.7890625,2.362709477377311e-07
IR_typical_IR007_2,primary_processed,1886.71875,1.615866425248117e-07
IR_typical_IR007_2,primary_processed,1889.6484375,7.312002629794156e-07
IR_typical_IR007_2,primary_processed,1892.578125,2.3750021669997235e-06
IR_typical_IR007_2,primary_processed,1895.5078125,6.856181693388162e-07
IR_typical_IR007_2,primary_processed,1898.4375,1.3143839842703055e-07
IR_typical_IR007_2,primary_processed,1901.3671875,4.1956709657649723e-07
IR_typical_IR007_2,primary_processed,1904.296875,7.478089194251373e-07
IR_typical_IR007_2,primary_processed,1907.2265625,1.96598211169019e-07
IR_typical_IR007_2,primary_processed,1910.15625,3.459255071228609e-07
IR_typical_IR007_2,primary_processed,1913.0859375,2.8289816092253415e-07
IR_typical_IR007_2,primary_processed,1916.015625,1.667394623928814e-07
IR_typical_IR007_2,primary_processed,1918.9453125,2.011852561944119e-07
IR_typical_IR007_2,primary_processed,1921.875,2.655686033849613e-07
IR_typical_IR007_2,primary_processed,1924.8046875,1.8057919904834676e-07
IR_typical_IR007_2,primary_processed,1927.734375,1.4064900250525887e-07
IR_typical_IR007_2,primary_processed,1930.6640625,1.1549331887627626e-07
IR_typical_IR007_2,primary_processed,1933.59375,1.336093139304628e-07
IR_typical_IR007_2,primary_processed,1936.5234375,1.8646232961217752e-07
IR_typical_IR007_2,primary_processed,1939.453125,1.3179607415364135e-07
IR_typical_IR007_2,primary_processed,1942.3828125,7.695434344264432e-08
IR_typical_IR007_2,primary_processed,1945.3125,1.268040764245944e-07
IR_typical_IR007_2,primary_processed,1948.2421875,1.4382890841825584e-07
IR_typical_IR007_2,primary_processed,1951.171875,9.721678445126453e-08
IR_typical_IR007_2,primary_processed,1954.1015625,8.870325893912963e-08
IR_typical_IR007_2,primary_processed,1957.03125,1.9617137144462518e-07
IR_typical_IR007_2,primary_processed,1959.9609375,5.280158036649839e-07
IR_typical_IR007_2,primary_processed,1962.890625,7.297853558845235e-07
IR_typical_IR007_2,primary_processed,1965.8203125,2.4732005900930987e-07
IR_typical_IR007_2,primary_processed,1968.75,9.145247642332327e-08
IR_typical_IR007_2,primary_processed,1971.6796875,1.219709190177451e-07
IR_typical_IR007_2,primary_processed,1974.609375,1.4247362521983157e-07
IR_typical_IR007_2,primary_processed,1977.5390625,2.74557919959286e-07
IR_typical_IR007_2,primary_processed,1980.46875,2.2813411270748975e-07
IR_typical_IR007_2,primary_processed,1983.3984375,2.162084666895192e-07
IR_typical_IR007_2,primary_processed,1986.328125,4.944769176618449e-07
IR_typical_IR007_2,primary_processed,1989.2578125,1.4550455092291996e-06
IR_typical_IR007_2,primary_processed,1992.1875,7.790206144380531e-07
IR_typical_IR007_2,primary_processed,1995.1171875,3.3662676746810486e-07
IR_typical_IR007_2,primary_processed,1998.046875,4.3270173438516493e-07
IR_typical_IR007_2,primary_processed,2000.9765625,5.350757574159293e-07
IR_typical_IR007_2,primary_processed,2003.90625,4.778885731080446e-07
IR_typical_IR007_2,primary_processed,2006.8359375,9.358688149504279e-07
IR_typical_IR007_2,primary_processed,2009.765625,4.5211276676528825e-07
IR_typical_IR007_2,primary_processed,2012.6953125,2.947659533272092e-07
IR_typical_IR007_2,primary_processed,2015.625,1.7091211204087163e-06
IR_typical_IR007_2,primary_processed,2018.5546875,6.250594383032062e-06
IR_typical_IR007_2,primary_processed,2021.484375,2.422024971955864e-06
IR_typical_IR007_2,primary_processed,2024.4140625,7.453338556421318e-07
IR_typical_IR007_2,primary_processed,2027.34375,7.241409691788664e-07
IR_typical_IR007_2,primary_processed,2030.2734375,6.370076811144613e-07
IR_typical_IR007_2,primary_processed,2033.203125,9.014344449826396e-07
IR_typical_IR007_2,primary_processed,2036.1328125,3.912535393715262e-06
IR_typical_IR007_2,primary_processed,2039.0625,1.877276042754599e-06
IR_typical_IR007_2,primary_processed,2041.9921875,3.891040224065331e-07
IR_typical_IR007_2,primary_processed,2044.921875,1.4503183561049618e-06
IR_typical_IR007_2,primary_processed,2047.8515625,4.100343750579815e-06
IR_typical_IR007_2,primary_processed,2050.78125,1.7082090240200174e-06
IR_typical_IR007_2,primary_processed,2053.7109375,9.962060893135028e-07
IR_typical_IR007_2,primary_processed,2056.640625,8.902536714583124e-07
IR_typical_IR007_2,primary_processed,2059.5703125,5.729536438990834e-07
IR_typical_IR007_2,primary_processed,2062.5,8.939864490591602e-07
IR_typical_IR007_2,primary_processed,2065.4296875,1.6071358695649456e-06
IR_typical_IR007_2,primary_processed,2068.359375,7.29504291895988e-07
IR_typical_IR007_2,primary_processed,2071.2890625,5.684697136507005e-07
IR_typical_IR007_2,primary_processed,2074.21875,1.8843870694566292e-06
IR_typical_IR007_2,primary_processed,2077.1484375,2.8478917722684807e-06
IR_typical_IR007_2,primary_processed,2080.078125,9.677112062561814e-07
IR_typical_IR007_2,primary_processed,2083.0078125,6.909601097863846e-07
IR_typical_IR007_2,primary_processed,2085.9375,8.273155215492617e-07
IR_typical_IR007_2,primary_processed,2088.8671875,5.277901390204707e-07
IR_typical_IR007_2,primary_processed,2091.796875,4.485653090869275e-07
IR_typical_IR007_2,primary_processed,2094.7265625,6.045128541058644e-07
IR_typical_IR007_2,primary_processed,2097.65625,3.6174421853055694e-07
IR_typical_IR007_2,primary_processed,2100.5859375,4.840860156112931e-07
IR_typical_IR007_2,primary_processed,2103.515625,2.323150105309163e-06
IR_typical_IR007_2,primary_processed,2106.4453125,5.20891189110218e-06
IR_typical_IR007_2,primary_processed,2109.375,1.7898591024217704e-06
IR_typical_IR007_2,primary_processed,2112.3046875,5.697994149649458e-07
IR_typical_IR007_2,primary_processed,2115.234375,5.659672964624253e-07
IR_typical_IR007_2,primary_processed,2118.1640625,6.296465221827378e-07
IR_typical_IR007_2,primary_processed,2121.09375,6.808659037068634e-07
IR_typical_IR007_2,primary_processed,2124.0234375,1.2623951424517722e-06
IR_typical_IR007_2,primary_processed,2126.953125,8.866258773953745e-07
IR_typical_IR007_2,primary_processed,2129.8828125,1.0728189785233939e-06
IR_typical_IR007_2,primary_processed,2132.8125,6.589361402048598e-06
IR_typical_IR007_2,primary_processed,2135.7421875,6.5724656708353985e-06
IR_typical_IR007_2,primary_processed,2138.671875,1.483756702469796e-06
IR_typical_IR007_2,primary_processed,2141.6015625,8.43558575618127e-07
IR_typical_IR007_2,primary_processed,2144.53125,2.4019562800108368e-06
IR_typical_IR007_2,primary_processed,2147.4609375,1.626433713747764e-06
IR_typical_IR007_2,primary_processed,2150.390625,1.8845926908305015e-06
IR_typical_IR007_2,primary_processed,2153.3203125,1.8186347156502662e-06
IR_typical_IR007_2,primary_processed,2156.25,8.644364419738188e-07
IR_typical_IR007_2,primary_processed,2159.1796875,4.015906707665797e-06
IR_typical_IR007_2,primary_processed,2162.109375,3.00391457465002e-05
IR_typical_IR007_2,primary_processed,2165.0390625,1.8851675363001075e-05
IR_typical_IR007_2,primary_processed,2167.96875,1.7903338542449175e-06
IR_typical_IR007_2,primary_processed,2170.8984375,1.1438137079749995e-06
IR_typical_IR007_2,primary_processed,2173.828125,2.3846335464075973e-06
IR_typical_IR007_2,primary_processed,2176.7578125,1.657512504269436e-06
IR_typical_IR007_2,primary_processed,2179.6875,6.676252159953502e-06
IR_typical_IR007_2,primary_processed,2182.6171875,5.712282385763172e-06
IR_typical_IR007_2,primary_processed,2185.546875,1.1151196516724198e-06
IR_typical_IR007_2,primary_processed,2188.4765625,3.3441512861568974e-06
IR_typical_IR007_2,primary_processed,2191.40625,2.1498297415784824e-05
IR_typical_IR007_2,primary_processed,2194.3359375,1.257468873340925e-05
IR_typical_IR007_2,primary_processed,2197.265625,1.8172092609804782e-06
IR_typical_IR007_2,primary_processed,2200.1953125,1.782232378546482e-06
IR_typical_IR007_2,primary_processed,2203.125,3.1967480967122067e-06
IR_typical_IR007_2,primary_processed,2206.0546875,2.1823755784942947e-06
IR_typical_IR007_2,primary_processed,2208.984375,3.5305879866733204e-06
IR_typical_IR007_2,primary_processed,2211.9140625,2.630684867091733e-06
IR_typical_IR007_2,primary_processed,2214.84375,9.943245370088478e-07
IR_typical_IR007_2,primary_processed,2217.7734375,3.4773070765914365e-06
IR_typical_IR007_2,primary_processed,2220.703125,1.8022442051667343e-05
IR_typical_IR007_2,primary_processed,2223.6328125,9.496754865119269e-06
IR_typical_IR007_2,primary_processed,2226.5625,1.2410716181242185e-06
IR_typical_IR007_2,primary_processed,2229.4921875,1.0937526921162607e-06
IR_typical_IR007_2,primary_processed,2232.421875,1.669922782328436e-06
IR_typical_IR007_2,primary_processed,2235.3515625,1.5249785182376681e-06
IR_typical_IR007_2,primary_processed,2238.28125,2.5053283899489627e-06
IR_typical_IR007_2,primary_processed,2241.2109375,1.7995203100896676e-06
IR_typical_IR007_2,primary_processed,2244.140625,7.798206833227836e-07
IR_typical_IR007_2,primary_processed,2247.0703125,2.742876603649052e-06
IR_typical_IR007_2,primary_processed,2250.0,1.0071083599318368e-05
IR_typical_IR007_2,primary_processed,2252.9296875,5.706279418957541e-06
IR_typical_IR007_2,primary_processed,2255.859375,1.0402699118674795e-06
IR_typical_IR007_2,primary_processed,2258.7890625,8.477106224611305e-07
IR_typical_IR007_2,primary_processed,2261.71875,1.1602241135752438e-06
IR_typical_IR007_2,primary_processed,2264.6484375,1.246754122033198e-06
IR_typical_IR007_2,primary_processed,2267.578125,2.3794949756810284e-06
IR_typical_IR007_2,primary_processed,2270.5078125,1.7153728536006965e-06
IR_typical_IR007_2,primary_processed,2273.4375,8.155076507037049e-07
IR_typical_IR007_2,primary_processed,2276.3671875,3.8788803783829224e-06
IR_typical_IR007_2,primary_processed,2279.296875,7.0152308388258805e-06
IR_typical_IR007_2,primary_processed,2282.2265625,2.734970410641237e-06
IR_typical_IR007_2,primary_processed,2285.15625,9.084544057086142e-07
IR_typical_IR007_2,primary_processed,2288.0859375,2.2782295387783363e-06
IR_typical_IR007_2,primary_processed,2291.015625,2.092784222744139e-06
IR_typical_IR007_2,primary_processed,2293.9453125,1.1409736616557632e-06
IR_typical_IR007_2,primary_processed,2296.875,1.5391480411456337e-06
IR_typical_IR007_2,primary_processed,2299.8046875,1.0105436940646074e-06
IR_typical_IR007_2,primary_processed,2302.734375,1.2168416798339895e-06
IR_typical_IR007_2,primary_processed,2305.6640625,1.2608659142834976e-05
IR_typical_IR007_2,primary_processed,2308.59375,1.3529195542232929e-05
IR_typical_IR007_2,primary_processed,2311.5234375,2.21217182207443e-06
IR_typical_IR007_2,primary_processed,2314.453125,1.0265640734737056e-06
IR_typical_IR007_2,primary_processed,2317.3828125,1.2519711938025782e-06
IR_typical_IR007_2,primary_processed,2320.3125,1.0760337346250586e-06
IR_typical_IR007_2,primary_processed,2323.2421875,2.4740494217045294e-06
IR_typical_IR007_2,primary_processed,2326.171875,3.1424828048407754e-06
IR_typical_IR007_2,primary_processed,2329.1015625,1.3818629453234112e-06
IR_typical_IR007_2,primary_processed,2332.03125,1.5342752932718744e-06
IR_typical_IR007_2,primary_processed,2334.9609375,5.194366933199649e-06
IR_typical_IR007_2,primary_processed,2337.890625,5.135117266675991e-06
IR_typical_IR007_2,primary_processed,2340.8203125,1.8049959932933352e-06
IR_typical_IR007_2,primary_processed,2343.75,1.7189691540634854e-06
IR_typical_IR007_2,primary_processed,2346.6796875,1.6841204751379727e-06
IR_typical_IR007_2,primary_processed,2349.609375,1.8613881267588348e-06
IR_typical_IR007_2,primary_processed,2352.5390625,3.3784568184564023e-06
IR_typical_IR007_2,primary_processed,2355.46875,3.075820326937191e-06
IR_typical_IR007_2,primary_processed,2358.3984375,1.0853349042967707e-06
IR_typical_IR007_2,primary_processed,2361.328125,1.7670870968132418e-06
IR_typical_IR007_2,primary_processed,2364.2578125,4.0837348123943405e-06
IR_typical_IR007_2,primary_processed,2367.1875,3.887848087346366e-06
IR_typical_IR007_2,primary_processed,2370.1171875,1.9329840094187014e-06
IR_typical_IR007_2,primary_processed,2373.046875,7.555895130956483e-07
IR_typical_IR007_2,primary_processed,2375.9765625,1.0436620257885289e-06
IR_typical_IR007_2,primary_processed,2378.90625,1.2452562376135506e-06
IR_typical_IR007_2,primary_processed,2381.8359375,1.0548921078406358e-06
IR_typical_IR007_2,primary_processed,2384.765625,9.97039130226636e-07
IR_typical_IR007_2,primary_processed,2387.6953125,1.2931813734600217e-06
IR_typical_IR007_2,primary_processed,2390.625,1.1932032477154907e-06
IR_typical_IR007_2,primary_processed,2393.5546875,4.1928588228910855e-06
IR_typical_IR007_2,primary_processed,2396.484375,3.6556413383628893e-06
IR_typical_IR007_2,primary_processed,2399.4140625,8.192770017069004e-07
IR_typical_IR007_2,primary_processed,2402.34375,4.390262159015515e-07
IR_typical_IR007_2,primary_processed,2405.2734375,6.611788731791077e-07
IR_typical_IR007_2,primary_processed,2408.203125,6.997704748890774e-07
IR_typical_IR007_2,primary_processed,2411.1328125,9.899860294861347e-07
IR_typical_IR007_2,primary_processed,2414.0625,8.310979431487344e-07
IR_typical_IR007_2,primary_processed,2416.9921875,3.5456809995622975e-07
IR_typical_IR007_2,primary_processed,2419.921875,4.4754060653283986e-07
IR_typical_IR007_2,primary_processed,2422.8515625,7.894215597497677e-07
IR_typical_IR007_2,primary_processed,2425.78125,8.522839227287251e-07
IR_typical_IR007_2,primary_processed,2428.7109375,5.532253260116194e-07
IR_typical_IR007_2,primary_processed,2431.640625,7.833355900452642e-07
IR_typical_IR007_2,primary_processed,2434.5703125,7.253656905928638e-07
IR_typical_IR007_2,primary_processed,2437.5,5.998138370780972e-07
IR_typical_IR007_2,primary_processed,2440.4296875,9.489649325895189e-07
IR_typical_IR007_2,primary_processed,2443.359375,5.371171070298214e-07
IR_typical_IR007_2,primary_processed,2446.2890625,3.8291405917546074e-07
IR_typical_IR007_2,primary_processed,2449.21875,1.7034394791302546e-06
IR_typical_IR007_2,primary_processed,2452.1484375,2.7690374776625055e-06
IR_typical_IR007_2,primary_processed,2455.078125,5.724348754293267e-07
IR_typical_IR007_2,primary_processed,2458.0078125,5.837400840972439e-07
IR_typical_IR007_2,primary_processed,2460.9375,4.920931228961602e-07
IR_typical_IR007_2,primary_processed,2463.8671875,4.0998486880676034e-07
IR_typical_IR007_2,primary_processed,2466.796875,5.705095441180188e-07
IR_typical_IR007_2,primary_processed,2469.7265625,1.086325908895511e-06
IR_typical_IR007_2,primary_processed,2472.65625,3.478946990174911e-07
IR_typical_IR007_2,primary_processed,2475.5859375,4.791569246775589e-07
IR_typical_IR007_2,primary_processed,2478.515625,1.360806702575774e-06
IR_typical_IR007_2,primary_processed,2481.4453125,1.8954746078300171e-06
IR_typical_IR007_2,primary_processed,2484.375,4.786566308584594e-07
IR_typical_IR007_2,primary_processed,2487.3046875,8.414429162836506e-07
